,date,text,followers,polarity,sentiment_confidence,clusters
20,2020-08-18 12:13:11,b'A Beginner\xe2\x80\x99s Guide to Stock Investing. \n\nOn Amazon. \n\nLink: https://t.co/Nm3L7G4Zzw \n\n$NI $NBL $JWN $NSC $NTRS $NOC\xe2\x80\xa6 https://t.co/t2KNNOHSWQ',161,0.0,0.0,0
21,2020-08-18 04:42:01,"b'$PWR, $PRGO and $FLT are the top gainers in the S&amp;P500 for the day. https://t.co/NIavPlmIb1'",5854,0.5,0.5,3
22,2020-08-17 21:02:57,b'$PRGO Stock Quote Alert for Perrigo Company plc (NYSE:PRGO)\nFrom our Stock News Alerts App',3302,0.0,0.0,0
23,2020-08-17 17:33:53,b'RT @AlertTrade: \xe2\x9e\xa1 This stock trading software analyzes MILLIONS of trades while you sleep to find the best trade setups.\n\nAuto-Trading via\xe2\x80\xa6',2517,1.0,0.3,1
24,2020-08-17 17:33:45,b'RT @AlertTrade: \xe2\x9e\xa1 This stock trading software analyzes MILLIONS of trades while you sleep to find the best trade setups.\n\nAuto-Trading via\xe2\x80\xa6',28293,1.0,0.3,1
25,2020-08-17 17:33:41,b'RT @AlertTrade: \xe2\x9e\xa1 This stock trading software analyzes MILLIONS of trades while you sleep to find the best trade setups.\n\nAuto-Trading via\xe2\x80\xa6',9053,1.0,0.3,1
26,2020-08-17 17:33:36,b'RT @AlertTrade: \xe2\x9e\xa1 This stock trading software analyzes MILLIONS of trades while you sleep to find the best trade setups.\n\nAuto-Trading via\xe2\x80\xa6',18133,1.0,0.3,1
27,2020-08-17 17:32:57,b'\xe2\x9e\xa1 This stock trading software analyzes MILLIONS of trades while you sleep to find the best trade setups.\n\nAuto-Trad\xe2\x80\xa6 https://t.co/j5sHG2wbj6',141918,1.0,0.3,1
28,2020-08-17 16:50:37,b'$PRGO New SEC Filing for Perrigo Company plc (NYSE:PRGO)\nFrom our Stock News Alerts App',3302,0.018181818181818174,0.5272727272727272,2
29,2020-08-17 16:42:26,b'$CNNA UNDERVALUED #MARIJUANA STOCK. 001?!\xf0\x9f\x92\xb8\n\n$IONS $GBT $XON $CRSP $EDIT $NTLA $PBYI $BMRN $TSRO $CELG $BLUE $ALKS\xe2\x80\xa6 https://t.co/8HsuYX6WUa',18026,0.0,0.1,0
30,2020-08-17 16:39:43,b'$CNNA UNKNOWN UNDERVALUED #MARIJUANA STOCK\xf0\x9f\x92\xb8\n\n$CLLS $SRNE $KOOL $ZIOP $MDT $ABT $EW $BIO $TNDM $PODD $OSUR $MYL\xe2\x80\xa6 https://t.co/roDZyzLEZY',18026,-0.1,0.6,2
31,2020-08-17 16:24:59,"b'$PRGO in Uptrend: price may jump up because it broke its lower Bollinger Band on August 5, 2020. View odds for this\xe2\x80\xa6 https://t.co/DiaPhUbcaj'",5907,0.0,0.0,0
32,2020-08-17 10:34:02,b'short ratio of $PRGO is 3.50 at 2019-05-31 https://t.co/3HcMstQGE6 $CTLT 7.44',203,0.0,0.3,4
33,2020-08-17 01:20:40,b'Stock tip of the hour: drop everything and buy buy buy PRGO!!!',117,0.0,0.0,0
34,2020-08-16 15:58:15,b'$CNNA UNKNOWN UNDERVALUED #MARIJUANA STOCK\xf0\x9f\x92\xb8\n\n$CLLS $SRNE $KOOL $ZIOP $MDT $ABT $EW $BIO $TNDM $PODD $OSUR $MYL\xe2\x80\xa6 https://t.co/AMIIAD8PYg',18026,-0.1,0.6,2
35,2020-08-16 15:55:33,b'$CNNA UNDERVALUED #MARIJUANA STOCK. 001?!\xf0\x9f\x92\xb8\n\n$IONS $GBT $XON $CRSP $EDIT $NTLA $PBYI $BMRN $TSRO $CELG $BLUE $ALKS\xe2\x80\xa6 https://t.co/EmUjrUqTNt',18026,0.0,0.1,0
36,2020-08-16 14:18:38,"b'RT @Tickeron: $PRGO in Uptrend: price expected to rise as it breaks its lower Bollinger Band on August 5, 2020. View odds for this and othe\xe2\x80\xa6'",3073,-0.1,0.4,4
37,2020-08-16 14:15:26,"b'$PRGO in Uptrend: price expected to rise as it breaks its lower Bollinger Band on August 5, 2020. View odds for thi\xe2\x80\xa6 https://t.co/eZoVglB7yw'",5907,-0.1,0.4,4
38,2020-08-15 14:24:13,"b'$PRGO in Uptrend: price expected to rise as it breaks its lower Bollinger Band on August 5, 2020. View odds for thi\xe2\x80\xa6 https://t.co/lxk8qxxAlC'",5907,-0.1,0.4,4
39,2020-08-14 21:04:35,b'$PRGO Stock Quote Alert for Perrigo Company plc (NYSE:PRGO)\nFrom our Stock News Alerts App',3302,0.0,0.0,0
40,2020-08-14 20:12:29,b'A Beginner\xe2\x80\x99s Guide to Stock Investing. \n\nOn Amazon. \n\nLink: https://t.co/Nm3L7G4Zzw \n\n$NI $NBL $JWN $NSC $NTRS $NOC\xe2\x80\xa6 https://t.co/5dhlaCSP0v',161,0.0,0.0,0
41,2020-08-14 16:35:34,b'$PRGO New SEC Filing for Perrigo Company plc (NYSE:PRGO)\nFrom our Stock News Alerts App',3302,0.018181818181818174,0.5272727272727272,2
42,2020-08-14 15:15:02,"b'Today Top Flow in #healthcare sector, Buy Flow &amp; Sell Flow $BMY $LLY $TMO $EW $BDX $DVA $XRAY $PKI $CERN $PRGO\xe2\x80\xa6 https://t.co/W0dnaGyD2x'",4372,0.5,0.5,3
43,2020-08-14 14:06:08,b'$PRGO in Uptrend: RSI indicator exits oversold zone. View odds for this and other indicators:\xe2\x80\xa6 https://t.co/2kxNmnlVJ6',5907,-0.125,0.375,4
44,2020-08-14 13:21:34,b'$CNNA UNDERVALUED #MARIJUANA STOCK. 001?!\xf0\x9f\x92\xb8\n\n$IONS $GBT $XON $CRSP $EDIT $NTLA $PBYI $BMRN $TSRO $CELG $BLUE $ALKS\xe2\x80\xa6 https://t.co/A4vHNfteVH',18026,0.0,0.1,0
45,2020-08-14 13:19:10,b'RT @aaaamhim: $CNNA UNKNOWN UNDERVALUED #MARIJUANA STOCK\xf0\x9f\x92\xb8\n\n$CLLS $SRNE $KOOL $ZIOP $MDT $ABT $EW $BIO $TNDM $PODD $OSUR $MYL $EGRX $ANIP $C\xe2\x80\xa6',274,-0.1,0.6,2
46,2020-08-14 13:18:57,b'$CNNA UNKNOWN UNDERVALUED #MARIJUANA STOCK\xf0\x9f\x92\xb8\n\n$CLLS $SRNE $KOOL $ZIOP $MDT $ABT $EW $BIO $TNDM $PODD $OSUR $MYL\xe2\x80\xa6 https://t.co/JdVjW6sMkY',18026,-0.1,0.6,2
