,date,text,followers,polarity,sentiment_confidence,clusters
0,date,text,0.0,0.0,0.0,0
1,2020-08-22 16:21:26,b'X :Am I ugly ?\nY: No! Im sure.\nY: Why do you ask?\nX: Idk? Someone told me I was.\nY: You know what. People have diff\xe2\x80\xa6 https://t.co/w8Is1iqRuN',2.0,-0.875,1.0,0
2,2020-08-22 16:21:23,b'RT @BTS_History613: Suggestion: How about we break the 1 BILLION record by 2 weeks armys? If we keep our energy amd ensthusiasm on Streamin\xe2\x80\xa6',5.0,0.0,0.0,0
3,2020-08-22 16:20:51,b'RT @dumbricardo: sex is cool but yall ever felt loved amd cared for? no ? me either. pain.',87.0,0.5249999999999999,0.7250000000000001,1
4,2020-08-22 16:20:49,b'@CMRE24 Amd Granny put up the house',1013.0,0.0,0.0,0
5,2020-08-22 16:20:49,b'RT @dumbricardo: sex is cool but yall ever felt loved amd cared for? no ? me either. pain.',240.0,0.5249999999999999,0.7250000000000001,1
6,2020-08-22 16:20:45,b'RT @Kate_301295: TRIPLE CELEBRATION!!! STAY GOLD AND DYNAMITE JUST NOW SURPASSED 100M VIEWS AMD BOY WITH LUV WITH 900M VIEWS!! SO PROUD OF\xe2\x80\xa6',0.0,0.8,1.0,1
7,2020-08-22 16:20:42,b'RT @rnjojoanna: The way oh jung se answered the reason why he choose to join this drama (IOTNBO)  the same answer  style with  jin goo said\xe2\x80\xa6',12.0,0.0,0.125,0
8,2020-08-22 16:20:32,b'i wanna start making graphic designs again might fuck around amd make one',107.0,-0.2,0.5,0
9,2020-08-22 16:20:28,b'@GoodBoysforJC And all JC could think about is him having a tragic end while being oblivious of the fact that he ha\xe2\x80\xa6 https://t.co/xsRlTKjbZN',198.0,-0.75,0.75,0
10,2020-08-22 16:20:05,"b'@AltoniKeeton @OmarKouyate1 @AttorneyCrump Sorry it is that way and fueling it wont stop it, all this them and us \xf0\x9f\x92\xa9\xe2\x80\xa6 https://t.co/PqIYJ58fBY'",196.0,-0.5,1.0,0
11,2020-08-22 16:20:00,b'RT @HemantR91929333: Wandering for enhanced information of knowledge pl feel free to register on 24th August 2020 at 11.00 hrs @DoC_GoI @he\xe2\x80\xa6',263.0,0.4,0.8,1
12,2020-08-22 16:19:50,b'amd when these hqs come out and it\xe2\x80\x99s beautiful cuz of rain https://t.co/fVE4eACl2G',210.0,0.85,1.0,1
13,2020-08-22 16:19:42,b'#SaidNoOneEver\n\n\xe2\x80\x9c@realDonaldTrump\xe2\x80\x99s integrity amd truthfulness are beyond reproach.\xe2\x80\x9d',12752.0,0.0,0.0,2
14,2020-08-22 16:19:23,"b'@_njabzy @NoncebaMhlauli And who do you think controls these entities, they just going to come back amd say we have\xe2\x80\xa6 https://t.co/kxG8CcCL25'",34.0,0.0,0.0,0
15,2020-08-22 16:18:46,b'RT @AmberBo41581803: Most profitable. https://t.co/XTVGcSJzwR \n\n$TWLO $FB $UGAZ   $UBER $LYFT $SBUX $PINS $AAPL $ETSY $CRC $ENPH $BABA $SWK\xe2\x80\xa6',522.0,0.5,0.5,1
16,2020-08-22 16:18:42,"b'@cuteboybunny Your hair and eyes are nice, your arms are so big and huggable, tummy is adorable, ass is nice amd sq\xe2\x80\xa6 https://t.co/Q0GRcAVQSy'",10.0,0.425,0.775,1
17,2020-08-22 16:18:39,b'@fieryglimmer1 @Angela72825448 Ahhh...nope...OBAMA AMD BIDEN CRATED THE DIVIDE AND HAD NOTHING GOOD TO SSY ABOUY THIS COUNTRY',79.0,0.7,0.6000000000000001,1
18,2020-08-22 16:18:35,b'@RyanMatejka That\xe2\x80\x99s great! They\xe2\x80\x99ve really made it pretty easy to do especially with all the resources out there now\xe2\x80\xa6 https://t.co/0Qx7CIFyIC',568.0,0.37666666666666665,0.7566666666666666,1
19,2020-08-22 16:18:28,"b""RT @UmerBasharat7: My name is umer basharat. And i stand for palasetne brothers amd sister's. \n\nAre you ??? Retweet with your name\n\n#PakTur\xe2\x80\xa6""",1142.0,0.0,0.0,0
20,2020-08-22 16:18:25,"b""... Look through photos from #SIMBADAY2020 amd you'll notice an abundance of bouncers. \n\nTanzania is obsessed with\xe2\x80\xa6 https://t.co/UL1Gv48I5n""",1447.0,-0.5,1.0,0
21,2020-08-22 16:18:19,"b""I've managed to use the event viewer, and the rule I set up last time (I did something foolish with my BIOS) tells\xe2\x80\xa6 https://t.co/wrlgp6wsTo""",130.0,0.0,0.06666666666666668,0
22,2020-08-22 16:17:54,b'@Craig_Scott29 @Leethomas88 @MSFSofficial @nvidia @CORSAIR @AMD_UK @FractalDesignNA Don\xe2\x80\x99t worry it\xe2\x80\x99s just for flight sim! \xf0\x9f\xa4\xa3',10.0,0.0,0.0,0
23,2020-08-22 16:17:48,"b""@SpeakerPelosi I operate a service as well. It doesn't make ot free amd why do you charge for stamps and postage? B\xe2\x80\xa6 https://t.co/DD1tyHOuBJ""",63.0,0.4,0.8,1
24,2020-08-22 16:17:22,b'@HunterKicks Zyon kids amd infants had this identical lacing',75.0,0.0,0.0,0
25,2020-08-22 16:17:18,b'RT @dumbricardo: sex is cool but yall ever felt loved amd cared for? no ? me either. pain.',148.0,0.5249999999999999,0.7250000000000001,1
26,2020-08-22 16:17:05,b'@piersmorgan Imagine being and Arsenal supporter and talking about Manchester United amd trophies. Comeback when yo\xe2\x80\xa6 https://t.co/3WBdnQHq9H',4.0,0.0,0.0,0
27,2020-08-22 16:16:45,b'I wonder if the igpu will be cut down in the consumer grade release to keep from cutting into the GPU line up. https://t.co/DJHdz1uJVX',319.0,-0.37777777777777777,0.5944444444444444,0
28,2020-08-22 16:16:42,b'RT @rnjojoanna: The way oh jung se answered the reason why he choose to join this drama (IOTNBO)  the same answer  style with  jin goo said\xe2\x80\xa6',3226.0,0.0,0.125,0
29,2020-08-22 16:16:42,"b'RT @pcgamer: The DDR4 overclocking record to beat now stands at a hair over 6,666MHz, achieved on an Asus ROG Strix B550 motherboard with C\xe2\x80\xa6'",13.0,0.0,0.0,0
30,2020-08-22 16:16:28,b'@DerMephisto11 @TrollFootball Show the previous years it took them ages to get their and next year united and Chels\xe2\x80\xa6 https://t.co/tmjOanTnDt',309.0,-0.08333333333333333,0.08333333333333333,0
31,2020-08-22 16:16:22,b'Look him Dead in his Eyes as he informs me of my \xe2\x80\x9cTrespass\xe2\x80\x9d he looks down amd to the left Proceeds to issue a ticke\xe2\x80\xa6 https://t.co/kskP8xAQm1',56.0,-0.11851851851851855,0.22962962962962966,0
32,2020-08-22 16:16:11,b'RT @kookpics: superstar! #JUNGKOOK #\xec\xa0\x95\xea\xb5\xad https://t.co/aRXQ7Eoifj',313.0,0.0,0.0,0
33,2020-08-22 16:16:01,b'RT @mogu_no_e: Erm excuse me yess i will draw u guys https://t.co/A9DiwmI9fK',313.0,-0.05,0.05,0
