,date,low,high,open,close,volume
0,2020-09-08 00:00:00,10383.68241118,10383.68241118,10383.68241118,10383.68241118,207.67364822
1,2020-09-08 00:05:00,10383.68241118,10383.68241118,10383.68241118,10383.68241118,0.0
2,2020-09-08 00:10:00,10379.83791484,10381.68384477,10379.83791484,10381.68384477,3946.54389952
3,2020-09-08 00:15:00,10393.46301224,10403.71061836,10393.46301224,10403.71061836,1963.61622228
4,2020-09-08 00:20:00,10365.6543181,10433.55962742,10410.49585886,10367.46146074,6019.54047794
5,2020-09-08 00:25:00,10331.78589425,10354.8867562,10347.19866605,10338.65788428,3684.36233864
6,2020-09-08 00:30:00,10342.84793982,10359.95837952,10342.84793982,10359.95837952,2006.5184055
7,2020-09-08 00:35:00,10359.95837952,10359.95837952,10359.95837952,10359.95837952,0.0
8,2020-09-08 00:40:00,10359.95837952,10359.95837952,10359.95837952,10359.95837952,0.0
9,2020-09-08 00:45:00,10359.95837952,10359.95837952,10359.95837952,10359.95837952,0.0
10,2020-09-08 00:50:00,10359.95837952,10359.95837952,10359.95837952,10359.95837952,0.0
11,2020-09-08 00:55:00,10359.95837952,10359.95837952,10359.95837952,10359.95837952,0.0
12,2020-09-08 01:00:00,10319.80154319,10343.8501139,10319.80154319,10343.8501139,415.02398992
13,2020-09-08 01:05:00,10332.80664186,10344.12036658,10344.12036658,10332.80664186,566.33320835
14,2020-09-08 01:10:00,10332.80664186,10332.80664186,10332.80664186,10332.80664186,0.0
15,2020-09-08 01:15:00,10347.92751154,10347.92751154,10347.92751154,10347.92751154,1334.88264898
16,2020-09-08 01:20:00,10351.76659831,10351.76659831,10351.76659831,10351.76659831,154.88302832
17,2020-09-08 01:25:00,10344.93109693,10346.48308904,10344.93109693,10346.48308904,10.08123951
18,2020-09-08 01:30:00,10335.44991052,10353.0743119,10353.0743119,10337.50922452,0.7345278
19,2020-09-08 01:35:00,10341.12144801,10343.38584796,10343.38584796,10341.12144801,217.09933294
20,2020-09-08 01:40:00,10324.8776809,10339.71097485,10339.71097485,10324.8776809,301.5072918
21,2020-09-08 01:45:00,10316.00492482,10316.00492482,10316.00492482,10316.00492482,2.06320098
22,2020-09-08 01:50:00,10315.61034634,10319.58500122,10316.12612116,10319.58500122,30.67697666
23,2020-09-08 01:55:00,10312.13467002,10319.21018156,10316.39919347,10312.13467002,1.67575326
24,2020-09-08 02:00:00,10307.6985055,10317.47165907,10307.6985055,10315.41,91.96070564
25,2020-09-08 02:05:00,10315.01353616,10315.01353616,10315.01353616,10315.01353616,0.01805127
26,2020-09-08 02:10:00,10341.28586524,10341.28586524,10341.28586524,10341.28586524,0.00372286
27,2020-09-08 02:15:00,10341.28586524,10341.28586524,10341.28586524,10341.28586524,0.0
28,2020-09-08 02:20:00,10341.28586524,10341.28586524,10341.28586524,10341.28586524,0.0
29,2020-09-08 02:25:00,10341.29915561,10341.29915561,10341.29915561,10341.29915561,1.89793863
30,2020-09-08 02:30:00,10343.20060538,10343.20060538,10343.20060538,10343.20060538,7.96426446
31,2020-09-08 02:35:00,10343.20060538,10343.20060538,10343.20060538,10343.20060538,0.0
32,2020-09-08 02:40:00,10342.81756954,10343.83383952,10343.83383952,10342.81756954,0.0642316
33,2020-09-08 02:45:00,10338.87855837,10338.87855837,10338.87855837,10338.87855837,0.02016081
34,2020-09-08 02:50:00,10338.87855837,10338.87855837,10338.87855837,10338.87855837,0.0
35,2020-09-08 02:55:00,10339.99137752,10349.57180875,10349.57180875,10339.99137752,80.87030835
36,2020-09-08 03:00:00,10341.31580826,10345.61691727,10341.31580826,10345.61691726,2909.6641274
37,2020-09-08 03:05:00,10345.61691726,10345.61691726,10345.61691726,10345.61691726,0.0
38,2020-09-08 03:10:00,10349.59999999,10349.59999999,10349.59999999,10349.59999999,339.9842565
39,2020-09-08 03:15:00,10340.36644442,10340.36644442,10340.36644442,10340.36644442,250.37687651
40,2020-09-08 03:20:00,10326.14494707,10326.14494707,10326.14494707,10326.14494707,10.93889838
41,2020-09-08 03:25:00,10314.21791515,10314.21791515,10314.21791515,10314.21791515,0.17977681
42,2020-09-08 03:30:00,10328.10344523,10328.10344523,10328.10344523,10328.10344523,0.00877888
43,2020-09-08 03:35:00,10306.53660178,10306.53660178,10306.53660178,10306.53660178,2.43450701
44,2020-09-08 03:40:00,10306.53660178,10306.53660178,10306.53660178,10306.53660178,0.0
45,2020-09-08 03:45:00,10306.42569,10309.22218522,10306.42569,10309.22218522,16.59547402
46,2020-09-08 03:50:00,10300.0,10305.0,10305.0,10300.0,3511.84490505
47,2020-09-08 03:55:00,10300.0,10300.0,10300.0,10300.0,0.0
48,2020-09-08 04:00:00,10314.5774051,10314.5774051,10314.5774051,10314.5774051,29.45832992
49,2020-09-08 04:05:00,10312.30991746,10317.96334015,10317.96334015,10312.30991746,5.20582115
50,2020-09-08 04:10:00,10311.00650283,10319.55411179,10311.00650283,10319.55411179,0.28870989
51,2020-09-08 04:15:00,10316.43972417,10316.43972417,10316.43972417,10316.43972417,2.84362344
52,2020-09-08 04:20:00,10314.13762284,10316.53105634,10314.13762284,10315.74518107,0.59728934
53,2020-09-08 04:25:00,10279.22383753,10305.98276311,10304.95208774,10279.22383753,7900.08804246
54,2020-09-08 04:30:00,10279.22383753,10279.22383753,10279.22383753,10279.22383753,0.0
55,2020-09-08 04:35:00,10265.25223665,10279.97451345,10277.74247055,10265.25223665,0.08449292
56,2020-09-08 04:40:00,10266.91951116,10266.91951116,10266.91951116,10266.91951116,0.09034889
57,2020-09-08 04:45:00,10247.42879322,10251.38545491,10248.44066686,10251.38545491,0.45810652
58,2020-09-08 04:50:00,10263.95129932,10269.69603279,10267.03514265,10269.69603279,428.91072013
59,2020-09-08 04:55:00,10260.84696383,10269.4584328,10260.84696383,10268.58048944,321.79414561
60,2020-09-08 05:00:00,10269.4584328,10277.32663143,10269.4584328,10277.32663143,17.70927548
61,2020-09-08 05:05:00,10260.31716511,10273.34106226,10260.31716511,10273.34106226,749.49801294
62,2020-09-08 05:10:00,10279.22042084,10279.22042084,10279.22042084,10279.22042084,100.00005956
63,2020-09-08 05:15:00,10276.21988714,10276.21988714,10276.21988714,10276.21988714,49.29266326
64,2020-09-08 05:20:00,10276.21988714,10276.21988714,10276.21988714,10276.21988714,0.0
65,2020-09-08 05:25:00,10275.37428628,10275.37428628,10275.37428628,10275.37428628,0.05887789
66,2020-09-08 05:30:00,10275.37428628,10275.37428628,10275.37428628,10275.37428628,0.0
67,2020-09-08 05:35:00,10271.04309482,10275.99183691,10271.86672372,10271.04309482,1092.89170051
68,2020-09-08 05:40:00,10262.94616339,10262.94616339,10262.94616339,10262.94616339,35.23341258
69,2020-09-08 05:45:00,10262.94616339,10262.94616339,10262.94616339,10262.94616339,0.0
70,2020-09-08 05:50:00,10234.31451757,10234.31451757,10234.31451757,10234.31451757,1.0740913
71,2020-09-08 05:55:00,10226.41545294,10236.99962586,10236.99962586,10226.41545294,1598.09963642
72,2020-09-08 06:00:00,10224.12924458,10241.78700843,10224.18598445,10240.76299907,2768.60425381
73,2020-09-08 06:05:00,10239.30752531,10242.19355664,10242.19355664,10239.30752531,1125.99045828
74,2020-09-08 06:10:00,10249.95216465,10249.95216467,10249.95216465,10249.95216467,15.60278468
75,2020-09-08 06:15:00,10251.49001114,10251.49001114,10251.49001114,10251.49001114,10251.49001114
76,2020-09-08 06:20:00,10275.64637517,10275.64637517,10275.64637517,10275.64637517,0.03082693
77,2020-09-08 06:25:00,10269.53260025,10269.53260025,10269.53260025,10269.53260025,0.01509621
78,2020-09-08 06:30:00,10246.95539667,10261.0,10261.0,10246.95539667,3483.34619268
79,2020-09-08 06:35:00,10246.95539667,10246.95539667,10246.95539667,10246.95539667,0.0
80,2020-09-08 06:40:00,10246.72029409,10249.37370091,10246.72029409,10249.37370091,19.56900743
81,2020-09-08 06:45:00,10260.39539028,10260.39539029,10260.39539028,10260.39539029,51.21661046
82,2020-09-08 06:50:00,10260.86530268,10291.19392403,10260.86530268,10291.19392403,3.57008234
83,2020-09-08 06:55:00,10302.90291898,10304.05644867,10303.04492351,10304.05644867,798.31121407
84,2020-09-08 07:00:00,10296.24415562,10296.24415562,10296.24415562,10296.24415562,5.30709608
85,2020-09-08 07:05:00,10296.24415562,10296.24415562,10296.24415562,10296.24415562,0.0
86,2020-09-08 07:10:00,10292.7134626,10294.71006025,10294.71006025,10292.7134626,1058.94414174
87,2020-09-08 07:15:00,10280.60187292,10292.67659683,10292.67659683,10280.60187292,81.51113106
88,2020-09-08 07:20:00,10270.24587454,10284.76920304,10284.76920304,10274.40980208,1359.79666418
89,2020-09-08 07:25:00,10271.27312018,10277.9739815,10271.27312018,10274.03589457,4075.48789674
90,2020-09-08 07:30:00,10268.98428016,10273.6380951,10273.6380951,10272.4545101,2896.00675165
91,2020-09-08 07:35:00,10273.71370759,10284.74238502,10273.71370759,10276.72279278,2649.68316191
92,2020-09-08 07:40:00,10247.77287314,10265.48681617,10249.55240728,10265.48681617,0.12371507
93,2020-09-08 07:45:00,10258.22334468,10262.32638993,10262.32638993,10258.22334469,271.48234548
94,2020-09-08 07:50:00,10264.30256588,10264.30256588,10264.30256588,10264.30256588,0.12727735
95,2020-09-08 07:55:00,10261.71238527,10277.03994972,10261.71238527,10275.39343888,2147.06191991
96,2020-09-08 08:00:00,10270.19929962,10331.87464269,10270.19929962,10303.74161344,24212.41158068
97,2020-09-08 08:05:00,10281.48917832,10293.98111131,10293.98111131,10281.48917832,465.39859894
98,2020-09-08 08:10:00,10279.0,10283.63745356,10279.00000001,10281.41680074,2087.3974557
