date,open,high,low,close,volume,s2,MinPoint,MaxPoint
2020-09-22 16:30:00,342.42,342.42,341.58,342.01,24.35945353,,,
2020-09-22 16:35:00,342.01,342.01,341.9,341.96,10.931461,,,
2020-09-22 16:40:00,341.96,341.96,341.96,341.96,0.173213,,,
2020-09-22 16:45:00,341.96,341.96,341.96,341.96,0.0,,,
2020-09-22 16:50:00,341.96,342.08,341.46,341.46,8.441861,,,
2020-09-22 16:55:00,341.46,341.46,341.2,341.2,16.074981,,,
2020-09-22 17:00:00,341.2,341.4,340.8,341.4,66.4939441,,,
2020-09-22 17:05:00,341.4,341.4,340.65,341.07,24.663823,,340.65,
2020-09-22 17:10:00,341.07,342.64,341.07,342.64,38.613648,,340.65,
2020-09-22 17:15:00,342.64,342.67,342.21,342.67,0.950399,,340.65,342.67
2020-09-22 17:20:00,342.67,342.89,342.57,342.57,3.037079,,342.57,342.67
2020-09-22 17:25:00,342.57,342.98,342.57,342.81,11.575055,,342.57,342.98
2020-09-22 17:30:00,342.81,342.81,341.58,342.01,28.723712,,342.57,342.98
2020-09-22 17:35:00,342.01,342.01,341.44,341.72,21.549573,,341.44,342.98
2020-09-22 17:40:00,341.72,342.42,341.63,342.42,98.688453,,341.44,342.98
2020-09-22 17:45:00,342.42,343.58,342.42,343.58,20.865539,,341.44,342.98
2020-09-22 17:50:00,343.58,343.68,343.38,343.68,2.852055,,341.44,342.98
2020-09-22 17:55:00,343.68,343.68,343.46,343.68,3.818884,,341.44,342.98
2020-09-22 18:00:00,343.68,344.42,343.68,344.42,62.028465,,341.44,344.42
2020-09-22 18:05:00,344.42,344.42,343.93,343.93,0.08692282,,341.44,344.42
2020-09-22 18:10:00,343.93,343.93,343.93,343.93,0.0,,341.44,344.42
2020-09-22 18:15:00,343.93,344.01,343.77,343.92,6.5703996,,341.44,344.42
2020-09-22 18:20:00,343.92,343.92,343.02,343.02,188.65653,,341.44,344.42
2020-09-22 18:25:00,343.02,343.46,342.79,343.43,212.84330212,,341.44,344.42
2020-09-22 18:30:00,343.43,343.43,342.82,342.82,0.391139,,342.82,344.42
2020-09-22 18:35:00,342.82,343.08,342.75,343.08,12.57907997,,342.82,344.42
2020-09-22 18:40:00,343.08,343.09,342.85,342.88,5.693229,,342.82,344.42
2020-09-22 18:45:00,342.88,343.21,342.7,343.13,37.338225,,342.82,344.42
2020-09-22 18:50:00,343.13,343.39,343.0,343.0,15.62648771,,342.82,344.42
2020-09-22 18:55:00,343.0,343.34,342.75,343.34,9.487968,,342.82,343.34
2020-09-22 19:00:00,343.34,343.34,343.06,343.12,11.158372,,342.82,343.34
2020-09-22 19:05:00,343.12,343.12,342.63,342.63,20.37017522,,342.82,343.34
2020-09-22 19:10:00,342.63,343.27,342.5,342.5,10.875693,,342.5,343.34
2020-09-22 19:15:00,342.5,342.65,342.5,342.63,1.935675,,342.5,343.34
2020-09-22 19:20:00,342.63,342.82,342.29,342.6,29.72021055,,342.5,343.34
2020-09-22 19:25:00,342.6,343.23,342.6,343.17,4.660569,,342.5,343.23
2020-09-22 19:30:00,343.17,343.17,342.81,342.81,10.882393,,342.81,343.23
2020-09-22 19:35:00,342.81,342.88,342.81,342.88,4.982639,,342.81,343.23
2020-09-22 19:40:00,342.88,343.1,342.88,343.1,0.8237,,342.81,343.1
2020-09-22 19:45:00,343.1,343.1,343.1,343.1,0.0,,342.81,343.1
2020-09-22 19:50:00,343.1,343.1,342.5,342.65,0.50987234,,342.5,343.1
2020-09-22 19:55:00,342.65,343.7,342.65,343.7,3.820073,,342.5,343.1
2020-09-22 20:00:00,343.7,344.16,343.7,343.93,8.7426319,,342.5,343.1
2020-09-22 20:05:00,343.93,344.02,343.49,344.02,31.05864477,,342.5,344.02
2020-09-22 20:10:00,344.02,344.02,343.65,343.67,0.763074,,343.65,344.02
2020-09-22 20:15:00,343.67,343.83,343.57,343.83,5.663579,,343.65,344.02
2020-09-22 20:20:00,343.83,343.83,343.43,343.73,35.996,,343.65,344.02
2020-09-22 20:25:00,343.73,344.2,343.73,343.94,5.366094,,343.65,344.02
2020-09-22 20:30:00,343.94,345.54,343.94,345.34,162.55624369,,343.65,344.02
2020-09-22 20:35:00,345.34,345.34,344.98,344.98,30.0,,343.65,344.02
2020-09-22 20:40:00,344.98,345.44,344.46,345.44,13.962477,,343.65,345.44
2020-09-22 20:45:00,345.44,345.44,344.85,344.85,31.89624028,,344.85,345.44
