date,open,high,low,close,volume,s2,lowest,MinPoint,MaxPoint,buy_signal,sell_signal
2020-10-07 12:40:00,338.61,338.61,337.41,338.34,183.862632,,,,,0,0
2020-10-07 12:45:00,338.34,338.34,337.67,338.19,74.918816,,,,338.34,0,0
2020-10-07 12:50:00,338.19,338.22,337.92,337.92,69.388945,,,337.92,338.34,0,0
2020-10-07 12:55:00,337.92,338.31,337.87,338.15,22.688185,,,337.92,338.34,0,0
2020-10-07 13:00:00,338.15,339.0,338.15,338.67,65.796455,,,337.92,339.0,0,0
2020-10-07 13:05:00,338.67,338.67,338.03,338.03,17.628738,,,337.92,339.0,0,0
2020-10-07 13:10:00,338.03,338.41,338.03,338.14,10.174178,,,337.92,339.0,0,0
2020-10-07 13:15:00,338.14,338.14,337.46,337.46,0.632223,,,337.46,339.0,0,0
2020-10-07 13:20:00,337.46,338.33,337.46,338.3,12.96889633,,,337.46,338.33,0,0
2020-10-07 13:25:00,338.3,338.3,337.68,337.68,3.383703,,,337.68,338.33,0,0
2020-10-07 13:30:00,337.68,337.96,337.39,337.86,248.39489,,,337.68,338.33,0,0
2020-10-07 13:35:00,337.86,338.31,337.86,338.31,0.473093,,,337.68,338.33,0,0
2020-10-07 13:40:00,338.31,339.0,337.82,339.0,11.70263213,,,337.68,339.0,0,0
2020-10-07 13:45:00,339.0,339.0,338.42,338.57,22.710078,,,337.68,339.0,0,0
2020-10-07 13:50:00,338.57,338.65,338.44,338.48,16.689975,,,338.44,339.0,0,0
2020-10-07 13:55:00,338.48,338.54,338.37,338.54,21.528956,,,338.44,339.0,0,0
2020-10-07 14:00:00,338.54,339.18,338.14,339.18,64.990489,,,338.44,339.18,0,0
2020-10-07 14:05:00,339.18,339.23,338.98,338.98,32.294658,,,338.98,339.18,0,0
2020-10-07 14:10:00,338.98,340.06,338.98,339.53,303.78967418,,,338.98,339.18,0,0
2020-10-07 14:15:00,339.53,340.69,339.53,340.69,40.019185,,,338.98,339.18,0,0
2020-10-07 14:20:00,340.69,341.62,340.69,341.32,91.2248409,,,338.98,339.18,0,0
2020-10-07 14:25:00,341.32,341.98,341.25,341.57,225.37464877,,,338.98,341.98,1,0
2020-10-07 14:30:00,341.57,341.61,341.13,341.53,49.194453,,,338.98,341.98,0,0
2020-10-07 14:35:00,341.53,341.56,341.21,341.28,108.481587,,,341.21,341.98,0,0
2020-10-07 14:40:00,341.28,341.58,341.24,341.35,23.906112,,,341.21,341.98,0,0
2020-10-07 14:45:00,341.35,341.44,341.35,341.44,4.019058,,,341.21,341.44,0,0
2020-10-07 14:50:00,341.44,341.44,341.3,341.4,0.480045,,,341.21,341.44,0,0
2020-10-07 14:55:00,341.4,341.4,341.22,341.22,4.591847,,,341.22,341.44,0,0
2020-10-07 15:00:00,341.22,341.54,341.22,341.38,2.240561,,,341.22,341.54,0,0
2020-10-07 15:05:00,341.38,341.38,341.38,341.38,0.0,,,341.22,341.54,0,0
2020-10-07 15:10:00,341.38,342.73,341.38,342.31,8.585684,,,341.22,342.73,0,0
2020-10-07 15:15:00,342.31,342.31,341.54,341.54,158.979606,,,341.22,342.73,0,0
2020-10-07 15:20:00,341.54,341.94,341.54,341.94,10.538918,,,341.22,342.73,0,0
2020-10-07 15:25:00,341.94,341.94,340.82,341.09,19.276353,,,341.22,342.73,0,0
2020-10-07 15:30:00,341.09,341.11,340.98,340.98,7.065755,,,340.98,342.73,0,0
2020-10-07 15:35:00,340.98,340.98,340.79,340.98,2.263874,,,340.98,342.73,0,0
2020-10-07 15:40:00,340.98,341.08,340.92,340.92,7.738051,,,340.92,342.73,0,0
2020-10-07 15:45:00,340.92,341.21,340.92,341.16,5.0,,,340.92,342.73,0,0
2020-10-07 15:50:00,341.16,341.16,341.16,341.16,0.0,,,340.92,342.73,0,0
2020-10-07 15:55:00,341.16,341.47,341.16,341.19,11.079633,,,340.92,341.47,0,0
2020-10-07 16:00:00,341.19,341.19,340.88,340.88,89.749677,,,340.88,341.47,0,0
2020-10-07 16:05:00,340.88,340.88,340.88,340.88,0.0,,,340.88,341.47,0,0
2020-10-07 16:10:00,340.88,341.1,340.88,341.1,0.480674,,,340.88,341.47,0,0
2020-10-07 16:15:00,341.1,341.33,341.1,341.33,0.600571,,,340.88,341.33,0,0
2020-10-07 16:20:00,341.33,341.33,340.6,340.6,2.694004,,,340.6,341.33,0,0
2020-10-07 16:25:00,340.6,340.77,340.6,340.77,37.055159,,,340.6,341.33,0,0
2020-10-07 16:30:00,340.77,341.54,340.77,341.54,20.241094,,,340.6,341.33,0,0
2020-10-07 16:35:00,341.54,341.83,341.36,341.83,2.60746271,,,340.6,341.83,0,0
2020-10-07 16:40:00,341.83,341.83,341.16,341.16,22.58605278,,,340.6,341.83,0,0
2020-10-07 16:45:00,341.16,341.16,340.5,340.5,10.547262,,,340.5,341.83,0,0
2020-10-07 16:50:00,340.5,340.87,340.5,340.87,2.28029383,,,340.5,340.87,0,0
2020-10-07 16:55:00,340.87,340.88,340.75,340.84,2.813375,,,340.5,340.87,0,0
2020-10-07 17:00:00,340.84,340.84,340.21,340.21,14.026323,,,340.21,340.87,0,0
2020-10-07 17:05:00,340.21,340.56,340.21,340.46,2.977223,,,340.21,340.87,0,0
2020-10-07 17:10:00,340.46,340.94,340.46,340.94,0.026295,,,340.21,340.94,0,0
2020-10-07 17:15:00,340.94,340.94,340.42,340.68,4.364941,,,340.21,340.94,0,0
2020-10-07 17:20:00,340.68,340.74,340.44,340.67,1.408337,,,340.21,340.94,0,0
2020-10-07 17:25:00,340.67,340.67,340.12,340.12,70.0,,,340.12,340.94,0,0
2020-10-07 17:30:00,340.12,340.6,340.12,340.28,9.094801,,,340.12,340.94,0,0
2020-10-07 17:35:00,340.28,340.44,340.28,340.44,0.140318,,,340.12,340.44,0,0
2020-10-07 17:40:00,340.44,340.44,340.02,340.14,0.596665,,,340.12,340.44,0,0
2020-10-07 17:45:00,340.14,340.14,340.02,340.02,1.523297,,,340.12,340.44,0,0
2020-10-07 17:50:00,340.02,340.04,340.02,340.03,4.937295,,,340.12,340.44,0,0
2020-10-07 17:55:00,340.03,340.03,340.0,340.0,1.669044,,,340.0,340.44,0,1
2020-10-07 18:00:00,340.0,340.26,340.0,340.26,0.058779,,,340.0,340.44,0,0
2020-10-07 18:05:00,340.26,340.59,340.26,340.59,5.38647112,,,340.0,340.59,0,0
2020-10-07 18:10:00,340.59,340.59,340.12,340.16,20.759959,,,340.0,340.59,0,0
2020-10-07 18:15:00,340.16,340.18,339.73,339.74,46.23513028,,,339.73,340.59,0,0
2020-10-07 18:20:00,339.74,340.23,339.59,340.23,9.83673,,,339.73,340.23,0,0
2020-10-07 18:25:00,340.23,340.23,339.7,339.77,40.221571,,,339.7,340.23,0,0
2020-10-07 18:30:00,339.77,340.17,339.53,340.17,5.182825,,,339.7,340.17,0,0
