,pivot,s1,s2,s3,s4,r1,r2,r3,r4
268,10219.772209936666,10208.178778436824,10201.016344316506,10189.422912816664,10177.829481316823,10231.365641436507,10238.528075556826,10250.121507056667,10261.714938556508
269,10213.892513666668,10191.396396700567,10177.498272082768,10155.002155116668,10132.506038150568,10236.388630632768,10250.286755250567,10272.782872216667,10295.278989182767
270,10212.18377869,10189.45161214684,10175.40765585316,10152.67548931,10129.943322766841,10234.915945233159,10248.95990152684,10271.692068069999,10294.424234613158
271,10168.871679253332,10126.466439454032,10100.268437902634,10057.863198103334,10015.457958304034,10211.276919052632,10237.47492060403,10279.88016040333,10322.28540020263
272,10171.174786706666,10159.093335396687,10151.629402126646,10139.547950816666,10127.466499506687,10183.256238016646,10190.720171286686,10202.801622596666,10214.883073906645
273,10201.1778984,10171.18538956272,10152.65598619728,10122.66347736,10092.67096852272,10231.17040723728,10249.699810602719,10279.692319439999,10309.684828277279
274,10234.735030286667,10223.089900255287,10215.895526728047,10204.250396696667,10192.605266665287,10246.380160318047,10253.574533845287,10265.219663876667,10276.864793908047
275,10215.462664480001,10201.542373501401,10192.942403158602,10179.022112180002,10165.101821201402,10229.382955458601,10237.9829258014,10251.90321678,10265.8235077586
276,10210.500180333334,10201.590675615374,10196.086374271294,10187.176869553334,10178.267364835374,10219.409685051294,10224.913986395375,10233.823491113335,10242.732995831295
277,10215.419377450002,10199.117776231322,10189.046629928682,10172.745028710002,10156.443427491322,10231.720978668682,10241.792124971322,10258.093726190002,10274.395327408682
278,10236.133363216668,10224.430548434888,10217.200537208448,10205.497722426668,10193.794907644888,10247.836177998448,10255.066189224888,10266.769004006668,10278.471818788448
279,10241.491607983333,10234.899921644534,10230.827570922133,10224.235884583333,10217.644198244534,10248.083294322132,10252.155645044533,10258.747331383332,10265.339017722132
280,10261.376282896666,10248.080137535168,10239.865765008166,10226.569619646667,10213.273474285168,10274.672428258165,10282.886800785167,10296.182946146666,10309.479091508165
281,10241.912029253333,10227.868441502294,10219.192298284373,10205.148710533334,10191.105122782295,10255.955617004372,10264.631760222293,10278.675347973332,10292.718935724371
282,10238.705393409999,10225.45250856676,10217.264862433238,10204.011977589998,10190.759092746759,10251.958278253238,10260.14592438676,10273.398809229999,10286.651694073238
283,10285.00628321,10252.49893563918,10232.415862270818,10199.908514699999,10167.40116712918,10317.513630780819,10337.59670414918,10370.10405172,10402.61139929082
284,10323.665443746666,10305.059444863145,10293.564639270187,10274.958640386667,10256.352641503147,10342.271442630186,10353.766248223144,10372.372247106665,10390.978245990185
285,10249.181045143334,10216.781022607895,10196.764254758773,10164.364232223334,10131.964209687894,10281.581067678773,10301.597835527895,10333.997858063334,10366.397880598774
286,10209.936513906667,10195.070761173927,10185.886683569406,10171.020930836667,10156.155178103927,10224.802266639406,10233.986344243927,10248.852096976667,10263.717849709406
287,10219.587731486667,10207.281966911687,10199.679452671646,10187.373688096666,10175.067923521687,10231.893496061646,10239.496010301687,10251.801774876667,10264.107539451647
288,10267.449454976666,10238.965362172126,10221.367859811206,10192.883767006666,10164.399674202126,10295.933547781206,10313.531050142126,10342.015142946666,10370.499235751206
289,10267.893481353332,10255.147206976711,10247.272545319953,10234.526270943332,10221.77999656671,10280.639755729953,10288.514417386712,10301.260691763333,10314.006966139954
290,10294.872273816667,10280.312413802887,10271.317317040446,10256.757457026666,10242.197597012886,10309.432133830447,10318.427230592888,10332.987090606668,10347.546950620448
291,10255.749219056668,10237.629645309007,10226.435353674327,10208.315779926666,10190.196206179005,10273.86879280433,10285.063084439009,10303.18265818667,10321.30223193433
292,10267.0,10254.394,10246.606,10234.0,10221.394,10279.606,10287.394,10300.0,10312.606
293,10249.135090876667,10231.764815412067,10221.033441041267,10203.663165576667,10186.292890112067,10266.505366341267,10277.236740712067,10294.607016176667,10311.977291641268
294,10221.692355270001,10214.1535861677,10209.4961267223,10201.95735762,10194.4185885177,10229.231124372302,10233.888583817701,10241.427352920002,10248.966122022302
295,10200.733546593334,10188.243402605514,10180.526978571153,10168.036834583334,10155.546690595515,10213.223690581153,10220.940114615514,10233.430258603334,10245.920402591153
296,10208.465064586666,10195.126102430466,10186.885277642867,10173.546315486667,10160.207353330467,10221.804026742866,10230.044851530465,10243.383813686665,10256.722775842865
297,10202.029352436666,10188.299326784207,10179.816902559125,10166.086876906666,10152.356851254206,10215.759378089126,10224.241802314207,10237.971827966667,10251.701853619126
298,10194.76307357,10172.62641043292,10158.95035676708,10136.81369363,10114.67703049292,10216.89973670708,10230.57579037292,10252.712453510001,10274.849116647081
299,10154.074284606666,10142.201139921286,10134.865898702046,10122.992754016666,10111.119609331286,10165.947429292046,10173.282670511286,10185.155815196666,10197.028959882045
300,10121.810195126667,10091.618017830788,10072.965259082548,10042.773081786669,10012.58090449079,10152.002372422547,10170.655131170786,10200.847308466666,10231.039485762545
301,10099.927017693333,10086.642251966674,10078.434909789992,10065.150144063333,10051.865378336674,10113.211783419993,10121.419125596674,10134.703891323334,10147.988657049993
302,10093.726723483334,10070.628638609194,10056.358617587475,10033.260532713335,10010.162447839195,10116.824808357474,10131.094829379193,10154.192914253334,10177.290999127474
303,10119.420634069998,10083.152566454839,10060.746116305158,10024.478048689998,9988.209981074839,10155.688701685158,10178.09515183484,10214.363219449999,10250.631287065158
304,10132.962084086665,10121.965276410365,10115.171437112964,10104.174629436664,10093.177821760364,10143.958891762964,10150.752731060365,10161.749538736665,10172.746346412965
305,10157.605745053334,10128.129146079213,10109.918472367453,10080.441873393333,10050.965274419212,10187.082344027454,10205.293017739214,10234.769616713334,10264.246215687455
306,10151.5078117,10134.90890344156,10124.65408053844,10108.05517228,10091.456264021559,10168.10671995844,10178.36154286156,10194.96045112,10211.55935937844
307,10150.074319223333,10136.674974812273,10128.396845804393,10114.997501393333,10101.598156982272,10163.473663634393,10171.751792642273,10185.151137053334,10198.550481464394
308,10134.639672403333,10114.316244590313,10101.760409606353,10081.436981793333,10061.113553980313,10154.963100216353,10167.518935200313,10187.842363013333,10208.165790826353
309,10110.19065228,10088.58164688892,10075.23158073108,10053.622575340001,10032.013569948922,10131.79965767108,10145.14972382892,10166.758729219999,10188.367734611078
310,10085.015458166667,10069.598848904327,10060.074451559007,10044.657842296667,10029.241233034327,10100.432067429007,10109.956464774326,10125.373074036666,10140.789683299006
311,10071.398631673334,10030.742880088594,10005.625714188072,9964.969962603333,9924.314211018593,10112.054383258073,10137.171549158595,10177.827300743334,10218.483052328074
312,10034.173766183334,10010.674079674434,9996.155948742235,9972.656262233335,9949.156575724435,10057.673452692234,10072.191583624433,10095.691270133333,10119.190956642233
313,10003.04610831,9960.35220095866,9933.975860291339,9891.281952939999,9848.588045588658,10045.74001566134,10072.116356328661,10114.810263680001,10157.504171031342
314,9938.027898633334,9897.442477996854,9872.368762629814,9831.783341993334,9791.197921356854,9978.613319269814,10003.687034636854,10044.272455273334,10084.857875909815
315,9986.50481919,9916.3064134127,9872.937764817301,9802.73935904,9732.5409532627,10056.703224967301,10100.0718735627,10170.27027934,10240.468685117301
316,10070.552941446665,10021.022694905345,9990.422856727986,9940.892610186665,9891.362363645345,10120.083187987986,10150.683026165345,10200.213272706666,10249.743519247986
317,10067.316542156666,10048.893599968966,10037.511886994367,10019.088944806666,10000.666002618966,10085.739484344367,10097.121197318966,10115.544139506666,10133.967081694367
318,10027.374920163333,10001.988934894092,9986.305446612572,9960.919461343332,9935.533476074092,10052.760905432573,10068.444393714093,10093.830378983334,10119.216364252574
319,10077.872062920002,10021.441573818282,9986.578758561722,9930.148269460002,9873.717780358282,10134.302552021722,10169.165367278281,10225.595856380001,10282.026345481721
320,10135.939139119999,10114.4604928295,10101.1909626605,10079.71231637,10058.2336700795,10157.417785410498,10170.687315579498,10192.165961869998,10213.644608160497
321,10185.48252047,10145.64428269608,10121.03217768392,10081.19393991,10041.35570213608,10225.320758243919,10249.93286325608,10289.771101029999,10329.609338803919
322,10192.401483186666,10183.230798165967,10177.565139357366,10168.394454336667,10159.223769315968,10201.572168207365,10207.237827015966,10216.408512036665,10225.579197057365
323,10181.748208536666,10169.405810841647,10161.780664621687,10149.438266926667,10137.095869231647,10194.090606231686,10201.715752451646,10214.058150146666,10226.400547841686
324,10171.352037023333,10157.833147973712,10149.481164162953,10135.962275113332,10122.443386063711,10184.870926072954,10193.222909883712,10206.741798933333,10220.260687982955
325,10169.38343532,10156.866048272559,10149.13279344744,10136.615406399998,10124.098019352557,10181.900822367441,10189.63407719256,10202.151464240002,10214.668851287443
326,10175.857345696668,10159.860392339167,10149.977457804167,10133.980504446667,10117.983551089166,10191.854299054168,10201.737233589169,10217.734186946669,10233.73114030417
327,10193.01085744,10176.21346354776,10165.83601601224,10149.038622119999,10132.241228227758,10209.80825133224,10220.185698867761,10236.983092760001,10253.780486652242
328,10156.183565203333,10136.088100848674,10123.673101927992,10103.577637573333,10083.482173218674,10176.279029557993,10188.694028478674,10208.789492833333,10228.884957187993
329,10123.851841820002,10106.225341807422,10095.335671642582,10077.709171630002,10060.082671617422,10141.478341832582,10152.368011997421,10169.994512010002,10187.621012022582
330,10135.252817846667,10126.149442242087,10120.525367261247,10111.421991656667,10102.318616052087,10144.356193451247,10149.980268432088,10159.083644036667,10168.187019641247
331,10159.554313940002,10148.012982614142,10140.882736035861,10129.341404710001,10117.800073384142,10171.095645265861,10178.225891844142,10189.767223170002,10201.308554495861
332,10158.257424219999,10148.153217817799,10141.9108285222,10131.806622119999,10121.702415717798,10168.3616306222,10174.604019917799,10184.708226319999,10194.8124327222
333,10195.424293056667,10181.480861545648,10172.866594957688,10158.923163446669,10144.97973193565,10209.367724567686,10217.981991155646,10231.925422666665,10245.868854177685
334,10343.150429926667,10273.875749541967,10231.077779461368,10161.803099076667,10092.528418691967,10412.425110311367,10455.223080391967,10524.497760776667,10593.772441161367
335,10372.32165708,10354.1101062624,10342.858991097599,10324.64744028,10306.4358894624,10390.533207897599,10401.7843230624,10419.99587388,10438.207424697599
336,10366.915914213334,10352.854416357914,10344.167208258756,10330.105710403335,10316.044212547915,10380.977412068754,10389.664620167912,10403.726118023333,10417.787615878753
337,10368.001135316668,10329.123569245729,10305.104968217609,10266.22740214667,10227.34983607573,10406.878701387608,10430.897302415728,10469.774868486667,10508.652434557607
338,10354.25489962,10347.718711654601,10343.6806478854,10337.14445992,10330.608271954601,10360.7910875854,10364.829151354601,10371.36533932,10377.9015272854
339,10339.35041018,10327.13975912416,10319.596006115842,10307.385355060002,10295.174704004161,10351.561061235841,10359.10481424416,10371.3154653,10383.52611635584
340,10325.781217313333,10310.142274115173,10300.480518631493,10284.841575433333,10269.202632235172,10341.420160511494,10351.081915995173,10366.720859193334,10382.359802391495
341,10330.098938906667,10317.263490564646,10309.333737138688,10296.498288796667,10283.662840454646,10342.934387248688,10350.864140674646,10363.699589016667,10376.535037358688
342,10342.81391488,10338.729093234839,10336.20548614516,10332.120664499998,10328.035842854837,10346.898736525161,10349.42234361484,10353.507165260002,10357.591986905163
343,10326.01194343,10312.49598702112,10304.14581499888,10290.62985859,10277.113902181121,10339.527899838879,10347.87807186112,10361.394028269999,10374.909984678878
344,10309.367815076666,10298.632298998808,10291.999885924526,10281.264369846667,10270.528853768808,10320.103331154525,10326.735744228807,10337.471260306665,10348.206776384524
345,10292.667262283334,10277.261097516015,10267.743152790654,10252.336988023335,10236.930823256016,10308.073427050653,10317.591371776014,10332.997536543333,10348.403701310652
346,10265.327932036666,10252.895466908805,10245.214676934525,10232.782211806665,10220.349746678805,10277.760397164526,10285.441187138806,10297.873652266666,10310.306117394526
347,10271.637290743332,10264.416247054472,10259.955078702193,10252.734035013333,10245.512991324473,10278.858334432192,10283.319502784472,10290.540546473332,10297.761590162192
348,10242.940914263334,10224.002735586795,10212.302708969873,10193.364530293335,10174.426351616796,10261.879092939873,10273.579119556794,10292.517298233333,10311.455476909872
349,10256.436073333332,10236.756529447954,10224.598486628713,10204.918942743334,10185.239398857955,10276.115617218711,10288.273660037952,10307.95320392333,10327.63274780871
350,10284.944397143334,10263.041986093775,10249.510653612893,10227.608242563334,10205.705831513775,10306.846808192893,10320.378140673774,10342.280551723334,10364.182962772893
351,10280.175308243333,10270.243964870773,10264.108370535894,10254.177027163334,10244.245683790774,10290.106651615893,10296.242245950772,10306.173589323333,10316.104932695893
352,10269.302899013333,10255.180545475174,10246.455740671494,10232.333387133334,10218.211033595175,10283.425252551493,10292.150057355173,10306.272410893333,10320.394764431492
353,10263.974131623332,10225.067138782131,10201.030357864533,10162.123365023332,10123.21637218213,10302.881124464533,10326.917905382132,10365.824898223333,10404.731891064534
354,10177.102417726666,10151.186201150686,10135.175135412646,10109.258918836666,10083.342702260685,10203.018634302647,10219.029700040686,10244.945916616667,10270.862133192648
355,10173.298307343333,10156.858920317592,10146.702649799074,10130.263262773333,10113.823875747592,10189.737694369074,10199.893964887593,10216.333351913334,10232.772738939075
356,10069.55014537,10008.42673658536,9970.664630634641,9909.54122185,9848.41781306536,10130.67355415464,10168.435660105359,10229.55906889,10290.68247767464
357,10020.891686109999,10003.82766351014,9993.285492479858,9976.221469879998,9959.157447280139,10037.955708709858,10048.49787974014,10065.56190234,10082.625924939859
358,10029.008596693333,10000.434112802632,9982.780766734033,9954.206282843332,9925.63179895263,10057.583080584034,10075.236426652633,10103.810910543334,10132.385394434035
359,10027.979835663333,9998.360873964433,9980.062248412232,9950.443286713333,9920.824325014433,10057.598797362232,10075.897422914433,10105.516384613333,10135.135346312232
360,9979.179708013333,9945.585817829533,9924.831477297133,9891.237587113334,9857.643696929534,10012.773598197133,10033.527938729532,10067.121828913332,10100.715719097132
361,9973.110157723333,9945.257915292532,9928.050770754133,9900.198528323332,9872.34628589253,10000.962400154134,10018.169544692533,10046.021787123334,10073.874029554136
362,10011.879038023333,9988.103035943854,9973.414196962813,9949.638194883333,9925.862192803854,10035.655040102813,10050.343879083854,10074.119881163333,10097.895883242812
363,9980.677600233334,9956.981070365933,9942.341329400733,9918.644799533333,9894.948269665932,10004.374130100734,10019.013871065934,10042.710400933334,10066.406930800735
364,9979.103153713333,9947.162032254933,9927.428773971733,9895.487652513333,9863.546531054933,10011.044275171733,10030.777533454933,10062.718654913333,10094.659776371733
365,10073.697355026665,10019.788389753985,9986.483374559346,9932.574409286666,9878.665444013986,10127.606320299345,10160.911335493984,10214.820300766663,10268.729266039343
366,10108.948719070002,10087.788772571803,10074.716135468201,10053.556188970002,10032.396242471803,10130.108665568201,10143.181302671803,10164.341249170002,10185.501195668201
367,10119.659278016667,10095.220928501767,10080.122890581566,10055.684541066666,10031.246191551767,10144.097627531566,10159.195665451767,10183.634014966667,10208.072364481566
368,10095.089206976665,10077.539490683086,10066.697257580245,10049.147541286666,10031.597824993087,10112.638923270244,10123.481156373085,10141.030872666664,10158.580588960243
369,10137.54184151,10107.602443423879,10089.10585193612,10059.166453849999,10029.227055763879,10167.48123959612,10185.97783108388,10215.91722917,10245.85662725612
370,10140.670334433335,10131.069101082294,10125.137449064374,10115.536215713333,10105.934982362292,10150.271567784375,10156.203219802295,10165.804453153336,10175.405686504377
371,10128.236191016667,10115.989138218187,10108.422896175149,10096.175843376668,10083.928790578188,10140.483243815148,10148.049485858186,10160.296538656667,10172.543591455147
372,10142.569096276666,10125.995822269566,10115.756836233764,10099.183562226664,10082.610288219565,10159.142370283766,10169.381356319567,10185.954630326667,10202.527904333767
373,10116.11223166,10092.239071463679,10077.49020809632,10053.6170479,10029.743887703678,10139.98539185632,10154.734255223679,10178.60741542,10202.48057561632
374,10007.73773021,9945.77884860652,9907.50058667348,9845.54170507,9783.58282346652,10069.696611813479,10107.97487374652,10169.933755349999,10231.892636953478
375,9998.78459782,9974.92687048098,9960.187541549021,9936.329814210001,9912.472086870981,10022.64232515902,10037.38165409098,10061.23938143,10085.09710876902
376,10018.923325033333,9998.383194545133,9985.693480421533,9965.153349933333,9944.613219445133,10039.463455521533,10052.153169645133,10072.693300133333,10093.233430621533
377,10016.801729313333,9999.152338416792,9988.248526239873,9970.599135343333,9952.949744446792,10034.451120209873,10045.354932386792,10063.004323283332,10080.653714179873
378,10023.152092639999,10001.118743068439,9987.50651663156,9965.47316706,9943.439817488439,10045.18544221156,10058.797668648438,10080.831018219998,10102.864367791559
379,9999.776134573334,9984.216218721514,9974.603286415155,9959.043370563335,9943.483454711515,10015.336050425154,10024.948982731514,10040.508898583334,10056.068814435153
380,10012.509359853333,9987.579883917113,9972.178427579554,9947.248951643334,9922.319475707114,10037.438835789553,10052.840292127112,10077.769768063332,10102.699243999552
381,9936.790899743333,9865.978528637474,9822.230571619193,9751.418200513333,9680.605829407474,10007.603270849193,10051.351227867473,10122.163598973333,10192.975970079193
382,10071.38811233,9957.00422559064,9886.33774058936,9771.95385385,9657.56996711064,10185.77199906936,10256.438484070639,10370.82237081,10485.20625754936
383,10109.74205472,10083.16980842324,10066.753446836761,10040.18120054,10013.60895424324,10136.31430101676,10152.730662603239,10179.3029089,10205.87515519676
384,10109.255728066666,10096.314576741486,10088.319519901846,10075.378368576667,10062.437217251487,10122.196879391846,10130.191936231486,10143.133087556665,10156.074238881845
385,10110.6629317,10089.47067956876,10076.378084011241,10055.18583188,10033.99357974876,10131.855183831241,10144.94777938876,10166.14003152,10187.332283651242
386,10126.724428556668,10118.54143992063,10113.485980972708,10105.302992336668,10097.12000370063,10134.907417192708,10139.96287614063,10148.145864776669,10156.328853412708
387,10099.240095076668,10086.716037289287,10078.978661274048,10066.454603486667,10053.930545699286,10111.764152864049,10119.501528879287,10132.025586666668,10144.54964445405
388,10101.03369144,10088.45464403828,10080.68329538172,10068.10424798,10055.52520057828,10113.612738841719,10121.38408749828,10133.9631349,10146.542182301719
389,10048.10975569,10010.00584151374,9986.46520343626,9948.36128926,9910.25737508374,10086.213669866262,10109.75430794374,10147.858222120001,10185.96213629626
390,10001.577213016666,9985.678619731367,9975.856452151966,9959.957858866666,9944.059265581367,10017.475806301965,10027.297973881366,10043.196567166666,10059.095160451965
391,9999.186599529998,9989.649788989158,9983.757937450837,9974.221126909997,9964.684316369157,10008.723410070837,10014.615261609159,10024.152072149998,10033.688882690838
392,10009.762534989999,10003.59399363818,9999.783062331819,9993.61452098,9987.44597962818,10015.931076341818,10019.74200764818,10025.910548999998,10032.079090351817
393,10014.667851436667,10005.437063349627,9999.734272803706,9990.503484716666,9981.272696629627,10023.898639523706,10029.601430069628,10038.832218156667,10048.063006243707
394,10067.196982193333,10040.190989836592,10023.506659480074,9996.500667123333,9969.494674766593,10094.202974550073,10110.887304906591,10137.893297263332,10164.899289620073
395,10103.9713902,10082.844187836461,10069.79178009354,10048.66457773,10027.53737536646,10125.09859256354,10138.151000306461,10159.27820267,10180.40540503354
396,10099.051683343334,10082.626916366755,10072.479678129914,10056.054911153335,10039.630144176755,10115.476450319913,10125.623688556754,10142.048455533333,10158.473222509912
397,10086.511798453334,10070.434544852913,10060.502000743754,10044.424747143334,10028.347493542913,10102.589052053754,10112.521596162913,10128.598849763333,10144.676103363754
398,10086.353399173333,10074.006273651494,10066.378206575173,10054.031081053334,10041.683955531495,10098.700524695172,10106.328591771493,10118.675717293332,10131.022842815171
399,10126.61913691,10107.33779179192,10095.42575658808,10076.14441147,10056.863066351922,10145.900482028079,10157.81251723192,10177.093862349999,10196.375207468078
400,10171.854218209999,10147.93146060056,10133.151955899439,10109.229198289999,10085.306440680559,10195.776975819439,10210.55648052056,10234.47923813,10258.40199573944
401,10179.839734093333,10167.907372344773,10160.535546761894,10148.603185013333,10136.670823264772,10191.772095841894,10199.143921424773,10211.076283173334,10223.008644921894
402,10160.465361153334,10146.604973455074,10138.042011421594,10124.181623723334,10110.321236025075,10174.325748851594,10182.888710885074,10196.749098583334,10210.609486281593
403,10180.927932493332,10165.710759796491,10156.309574570172,10141.092401873331,10125.87522917649,10196.145105190173,10205.546290416492,10220.763463113333,10235.980635810174
404,10189.059174753334,10181.155317906476,10176.272306870194,10168.368450023336,10160.464593176477,10196.963031600193,10201.846042636475,10209.749899483333,10217.653756330192
405,10174.875903853334,10159.122400199814,10149.389869146853,10133.636365493334,10117.882861839815,10190.629407506853,10200.361938559814,10216.115442213333,10231.868945866852
406,10171.790644646666,10158.170147092345,10149.755389440987,10136.134891886666,10122.514394332346,10185.411142200986,10193.825899852345,10207.446397406666,10221.066894960986
407,10227.757889066668,10188.117167490767,10163.627088192568,10123.986366616668,10084.345645040767,10267.39861064257,10291.888689940768,10331.529411516669,10371.17013309257
408,10215.352779793333,10208.767658659333,10204.699363927333,10198.114242793334,10191.529121659334,10221.937900927333,10226.006195659333,10232.591316793332,10239.176437927332
409,10206.835443676666,10178.828306384607,10161.525467638725,10133.518330346666,10105.511193054606,10234.842580968725,10252.145419714607,10280.152557006666,10308.159694298725
410,10186.879186756667,10179.776109752227,10175.387821341106,10168.284744336666,10161.181667332226,10193.982263761107,10198.370552172228,10205.473629176668,10212.576706181108
411,10230.3128665,10204.983868372761,10189.33558680724,10164.00658868,10138.677590552761,10255.64186462724,10271.290146192761,10296.61914432,10321.94814244724
412,10220.765530953335,10211.316228139736,10205.478438966935,10196.029136153336,10186.579833339738,10230.214833766933,10236.052622939735,10245.501925753333,10254.951228566932
413,10230.314229459998,10206.14762648626,10191.217473863739,10167.05087089,10142.88426791626,10254.480832433737,10269.410985056258,10293.577588029997,10317.744191003736
414,10240.83308527,10229.757813964761,10222.91549975524,10211.84022845,10200.764957144762,10251.908356575239,10258.75067078476,10269.82594209,10280.901213395238
415,10263.190921599999,10250.137822859899,10242.0736047901,10229.02050605,10215.9674073099,10276.244020340098,10284.308238409898,10297.361337149998,10310.414435890098
416,10263.17452816,10255.76718752526,10251.190924724739,10243.783584089999,10236.37624345526,10270.58186879474,10275.15813159526,10282.56547223,10289.97281286474
417,10235.420667256667,10216.841251130487,10205.362868392847,10186.783452266667,10168.204036140487,10254.000083382847,10265.478466120487,10284.057882246667,10302.637298372847
418,10230.29949417,10221.7799151804,10216.516510359601,10207.99693137,10199.4773523804,10238.8190731596,10244.082477980399,10252.60205697,10261.1216359596
419,10227.442589873333,10218.662452744393,10213.238074832274,10204.457937703333,10195.677800574393,10236.222727002274,10241.647104914393,10250.427242043334,10259.207379172274
420,10257.031884976668,10240.996001544589,10231.089015968748,10215.053132536668,10199.017249104589,10273.067768408748,10282.974753984588,10299.010637416668,10315.046520848748
421,10283.028326576667,10266.245624603067,10255.877253750266,10239.094551776667,10222.311849803067,10299.811028550266,10310.179399403067,10326.962101376666,10343.744803350266
422,10321.75010273,10306.71080747366,10297.41951511634,10282.38021986,10267.34092460366,10336.78939798634,10346.08069034366,10361.1199856,10376.15928085634
423,10316.070749536668,10299.770563528667,10289.700291544668,10273.400105536668,10257.099919528668,10332.370935544668,10342.441207528667,10358.741393536668,10375.041579544668
424,10291.526530590001,10273.452436983061,10262.286243026942,10244.212149420002,10226.138055813062,10309.60062419694,10320.76681815306,10338.84091176,10356.91500536694
425,10283.958135023333,10274.808003929013,10269.155043357654,10260.004912263334,10250.854781169013,10293.108266117653,10298.761226689012,10307.911357783332,10317.061488877653
426,10264.566644353332,10252.876516112432,10245.654342644231,10233.964214403331,10222.274086162432,10276.256772594232,10283.478946062432,10295.169074303332,10306.859202544232
427,10256.16279603,10244.85980556304,10237.87680621696,10226.57381575,10215.27082528304,10267.46578649696,10274.448785843038,10285.751776309999,10297.054766776959
428,10241.720073696666,10234.364643328427,10229.820450744906,10222.465020376667,10215.109590008427,10249.075504064906,10253.619696648426,10260.975127016665,10268.330557384905
429,10251.113532396666,10240.134182670447,10233.351128912887,10222.371779186667,10211.392429460448,10262.092882122886,10268.875935880445,10279.855285606665,10290.834635332885
430,10265.37285406,10252.527107422,10244.590991698,10231.74524506,10218.899498421999,10278.218600698001,10286.154716422001,10299.000463060001,10311.846209698002
431,10214.661274979999,10175.95034094188,10152.034685358118,10113.323751319998,10074.612817281879,10253.372209018118,10277.28786460188,10315.99879864,10354.709732678119
432,10215.54884164,10204.345512314321,10197.42408372568,10186.220754400001,10175.017425074322,10226.75217096568,10233.67359955432,10244.87692888,10256.080258205679
433,10286.52407135,10248.33462021888,10224.74113732112,10186.55168619,10148.36223505888,10324.71352248112,10348.307005378882,10386.496456510002,10424.685907641122
434,10284.183078513333,10259.094786539334,10243.595213487333,10218.506921513334,10193.418629539334,10309.271370487333,10324.770943539334,10349.859235513333,10374.947527487333
435,10283.1784341,10266.65841442258,10256.452328967422,10239.932309290001,10223.412289612581,10299.69845377742,10309.904539232579,10326.42455891,10342.94457858742
436,10360.747230176667,10321.434853835766,10297.147626567566,10257.835250226666,10218.522873885766,10400.059606517567,10424.346833785767,10463.659210126667,10502.971586467567
437,10382.16832276,10368.76223179728,10360.479934762721,10347.0738438,10333.66775283728,10395.574413722721,10403.85671075728,10417.26280172,10430.668892682721
438,10383.02759969,10366.92139709436,10356.97096826564,10340.86476567,10324.75856307436,10399.13380228564,10409.08423111436,10425.19043371,10441.29663630564
439,10353.706572236668,10342.338316611307,10335.314996382029,10323.946740756668,10312.578485131307,10365.074827862029,10372.098148091307,10383.466403716668,10394.834659342028
440,10362.088049193335,10354.015597005555,10349.028427591114,10340.955975403334,10332.883523215554,10370.160501381115,10375.147670795555,10383.220122983335,10391.292575171115
441,10368.436146803333,10358.390771537353,10352.184728179313,10342.139352913333,10332.093977647353,10378.481522069313,10384.687565427354,10394.732940693333,10404.778315959313
442,10389.93097149,10380.148728848539,10374.10524910146,10364.32300646,10354.540763818539,10399.71321413146,10405.756693878538,10415.538936519999,10425.32117916146
443,10383.804366010001,10371.95784372592,10364.639049854082,10352.792527570002,10340.946005285921,10395.650888294082,10402.96968216592,10414.81620445,10426.662726734081
444,10378.369606796667,10371.618121908446,10367.447047474885,10360.695562586665,10353.944077698445,10385.121091684887,10389.292166118448,10396.043651006668,10402.795135894889
445,10377.560339393334,10373.760549263774,10371.413034942894,10367.613244813334,10363.813454683774,10381.360129522895,10383.707643843774,10387.507433973335,10391.307224102895
446,10342.18495153,10317.86465097086,10302.83954381914,10278.51924326,10254.19894270086,10366.50525208914,10381.53035924086,10405.8506598,10430.17096035914
447,10330.531369386666,10321.362113462346,10315.697337550988,10306.528081626668,10297.358825702348,10339.700625310987,10345.365401222345,10354.534657146665,10363.703913070985
448,10282.826037919998,10260.684069100878,10247.004737579118,10224.862768759998,10202.720799940878,10304.968006739118,10318.647338260878,10340.789307079998,10362.931275899118
449,10266.872570883335,10256.428723834655,10249.976504192016,10239.532657143336,10229.088810094656,10277.316417932016,10283.768637574654,10294.212484623335,10304.656331672015
450,10280.21229596,10271.82847168346,10266.64893626654,10258.26511199,10249.88128771346,10288.59612023654,10293.77565565346,10302.15947993,10310.54330420654
451,10266.351547193333,10253.510294353673,10245.576954902994,10232.735702063334,10219.894449223673,10279.192800032994,10287.126139483673,10299.967392323333,10312.808645162993
452,10267.12377574,10253.83423178926,10245.62393762074,10232.33439367,10219.044849719261,10280.413319690739,10288.62361385926,10301.913157809999,10315.202701760738
453,10299.211407063332,10290.448634760513,10285.034984856153,10276.272212553333,10267.509440250513,10307.974179366152,10313.387829270512,10322.150601573332,10330.913373876152
454,10272.68630384,10255.74641978778,10245.28094168222,10228.34105763,10211.401173577779,10289.626187892221,10300.091665997781,10317.031550050002,10333.971434102223
455,10291.677415823333,10282.412228747073,10276.688186469593,10267.422999393333,10258.157812317073,10300.942602899593,10306.666645177072,10315.931832253333,10325.197019329593
456,10291.695204343334,10277.877035502814,10269.340156323855,10255.521987483335,10241.703818642814,10305.513373183854,10314.050252362813,10327.868421203333,10341.686590043853
457,10319.113283676666,10306.898440541367,10299.352097661967,10287.137254526668,10274.922411391368,10331.328126811966,10338.874469691365,10351.089312826665,10363.304155961965
