date,text,followers
2021-04-08 21:34:40,b'when i hear: with your face &amp; your beautiful eyes &amp; the conversation with the little white lies &amp; the faded picture\xe2\x80\xa6 https://t.co/K51wPoXXvB',1433
2021-04-08 21:34:40,"b'RT @safbf: ""How to avoid a climate disaster?""\nTax the rich. Break green tech patents. Implement colonial reparation green funds in the Glob\xe2\x80\xa6'",84
2021-04-08 21:34:40,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',512
2021-04-08 21:34:40,"b""So tired of living like this. No bathroom. No kitchen. It's a project to pee or poop and I can't just eat when I wa\xe2\x80\xa6 https://t.co/fOhYaA1WMD""",2095
2021-04-08 21:34:39,"b""@PinkStinkfishy Who's driving the car doe""",273
2021-04-08 21:34:39,b'RT @Sodangfancy100: what he needed from inside the store and I\xe2\x80\x99d go get it for him. He just needed a few things so I sat him on the bench i\xe2\x80\xa6',803
2021-04-08 21:34:39,b'All I can think about is I need a bigger car now.',208
2021-04-08 21:34:38,"b'RT @PierrePoilievre: Trudeau on vaccines is like the kid who keeps the whole family waiting for hours, then jumps in the car and screams, \xe2\x80\x9c\xe2\x80\xa6'",178
2021-04-08 21:34:38,b'@samcastlexo okay but the a/c in my car isnt working how do you expect me to act',770
2021-04-08 21:34:38,b'RT @IcyJaime: normalize not talking in the car when the musics on \xf0\x9f\xa4\x9d',117
2021-04-08 21:34:38,"b'@CthulhuHulu @felhed @peach_total @realDailyWire If he\xe2\x80\x99s just paying some dudes some money, why can\xe2\x80\x99t everyone with\xe2\x80\xa6 https://t.co/q5y5zib2LQ'",1132
2021-04-08 21:34:38,"b'RT @Super70sSports: Muhammad Ali had a record player in his car. Which had to be the coolest thing ever in 1965. Hell, it might still be. h\xe2\x80\xa6'",380
2021-04-08 21:34:38,"b'RT @speakwomanese: YOU NEED TO HAVE YOUR SHIT TOGETHER. This includes being good at basic self-care, having your own nice place, having a c\xe2\x80\xa6'",712
2021-04-08 21:34:37,"b""If I can feel the sub in your car from three cars away it's too fucking loud""",1196
2021-04-08 21:34:37,"b""@perfectskones Baba $40,000 car is actually not a rich man's car... It's a wealthy man's car ..the guy just the mad""",10952
2021-04-08 21:34:37,"b""RT @swarup58: It is shocking that all political parties, irrespective of their color, are violating the COVID code &amp; discipline. Aren't the\xe2\x80\xa6""",857
2021-04-08 21:34:36,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',45
2021-04-08 21:34:36,b'MARKET REPORT: Car dealer Lookers shares in\xc2\xa0overdrive https://t.co/9WbJ4zADAO',7493
2021-04-08 21:34:36,b'RT @kwilliamstv: #MISSINGPERSON: The family of Kori Gauthier is praying for her safe return. She was involved in an accident on the Mississ\xe2\x80\xa6',1392
2021-04-08 21:34:36,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',701
2021-04-08 21:34:36,"b'RT @saylajuvie: \xf0\x9f\x9a\xa8 MISSING LSU STUDENT , POSSIBLY INJURED. PLEASE RETWEET \xf0\x9f\x9a\xa8  Kori Gauthier has been missing for nearly three days. Her car w\xe2\x80\xa6'",1722
2021-04-08 21:34:35,"b'RT @AsianDaBrattt: Bought my house , my store &amp; car all in 1 month \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd GOD IS GOOD TO ME'",20
2021-04-08 21:34:35,b'RT @AskDav1d4Help: BECAUSE of COVID19 I\xe2\x80\x99ll be blessing the first 600 persons that RETWEET and LIKE this tweet with $500 - $3500 through Cas\xe2\x80\xa6',414
2021-04-08 21:34:35,b'now i have other shit i have to change \xf0\x9f\xa5\xb4 i could just wait til my car note due then switch that over.',1302
2021-04-08 21:34:35,b'RT @PuckLuckdotcom: Thursday\xe2\x80\x99s PuckLuck Picks have a new Buffalo flavor in the mix. Here\xe2\x80\x99s what we\xe2\x80\x99re on:\n\n\xf0\x9f\x8f\x92 BUF moneyline\n\xf0\x9f\x8f\x92 PHI/NYI over 5\xe2\x80\xa6',433
2021-04-08 21:34:35,"b""I don't love when a car company advertises you would be lucky to be in a car crash with them""",219
2021-04-08 21:34:35,b'WATCH: Alex Jones Physically Stops Car After Witnessing It Being Stuffed With Migrant Children https://t.co/AsHY0FANuE',32
2021-04-08 21:34:34,"b'RT @NoeGK: Who r the real thieves in Hawaii? TBH, I dont give a shit about a stolen car w/Texas plates. Oahu homes are up 20% more than las\xe2\x80\xa6'",169
2021-04-08 21:34:34,b'@Lilblack_heart Why lip sync.... ? Your in the car ...go at it full volume',525
2021-04-08 21:34:34,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',282
2021-04-08 21:34:34,b'@EncylopdiaBAL any mechanics been working on your car recently',6120
2021-04-08 21:34:33,b'RT @BusinessInsider: What exactly makes a Rolls-Royce such an expensive car? https://t.co/UeCk8bPz1o',1687
2021-04-08 21:34:33,b'RT @scalemetalmodel: Shelby Cobra 427 S/C 1:18 wallpaper backgrounds #ShelbyCobra #roadtough #427 #118 #wallpaperbackground #car #diecast #\xe2\x80\xa6',0
2021-04-08 21:34:33,b'@MbikangR Sense girl...your own car is coming but are you ready to commit?',355
2021-04-08 21:34:33,"b""RT @SoCalValleyGal: So Joe Biden wants gun manufacturers to be sued if a gun is used in a crime. Then why can't car manufactures be sued if\xe2\x80\xa6""",401
2021-04-08 21:34:32,b'@BBC6Music You toucha my car I break your face #legend https://t.co/gKpZeb1PuK',518
2021-04-08 21:34:32,b'I just seen this girl try to get in the wrong car \xf0\x9f\x98\x82',1860
2021-04-08 21:34:32,b'RT @AskDav1d4Help: BECAUSE of COVID19 I\xe2\x80\x99ll be blessing the first 600 persons that RETWEET and LIKE this tweet with $500 - $3500 through Cas\xe2\x80\xa6',318
2021-04-08 21:34:32,b'RT @LilyNikk0: HEY HEY PEOPLE I NEED HELP.\n\nIM EXTREMELY WORRIED.\n\nAROUND 30 OR SO MINUTES AGO I WAS IN THE CAR ON THE EXPRESS WAY WITH MY\xe2\x80\xa6',529
2021-04-08 21:34:32,b'RT @AndyBird21: Anyone giving a pub their details so they can sit outside on their car park or beer garden you need to seriously evaluate y\xe2\x80\xa6',556
2021-04-08 21:34:32,"b""When a dixie d'amelio song plays in the car: https://t.co/bjQH6cz2hC""",177
2021-04-08 21:34:32,"b'RT @jessl0ves: Parents: Rather than saving up for a down payment on your teen\xe2\x80\x99s first car, build their credit so they have purchasing power\xe2\x80\xa6'",233
2021-04-08 21:34:31,b'RT @LilyNikk0: HEY HEY PEOPLE I NEED HELP.\n\nIM EXTREMELY WORRIED.\n\nAROUND 30 OR SO MINUTES AGO I WAS IN THE CAR ON THE EXPRESS WAY WITH MY\xe2\x80\xa6',14
2021-04-08 21:34:31,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',3808
2021-04-08 21:34:31,"b'Im back at the kohls where all my shit got stolen and one of the employees was like ""did you ever find your purse?""\xe2\x80\xa6 https://t.co/FScYxAjaKI'",323
2021-04-08 21:34:31,b'RT @_MunecaMorenita: And she\xe2\x80\x99s still getting in the car after this??\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/HRL0MJMC8m',886
2021-04-08 21:34:31,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',219
2021-04-08 21:34:30,"b""It is not lost on me that the one thing I've been looking forward to today is the Greys x Station 19 crossover toni\xe2\x80\xa6 https://t.co/FQ8GzMLt8n""",238
2021-04-08 21:34:30,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',469
2021-04-08 21:34:30,"b'RT @stillwildfonts: Juelz Santana said, ""you need a man that\'s polite, listens and takes advice. I could be all three"" then two seconds lat\xe2\x80\xa6'",3278
2021-04-08 21:34:30,b'RT @AsianDaBrattt: Bought my car all cash',20
2021-04-08 21:34:30,"b""America spells competition\nJoin us in our blind ambition\nGet yourself a brand new motor car\nSomeday soon we'll stop\xe2\x80\xa6 https://t.co/FZq7mVPfMB""",205
2021-04-08 21:34:30,b'i\xe2\x80\x99 crashed my car into a bridge \n\nI\xe2\x80\x99M DON\xe2\x80\x99T CARE!!!!!\nI\xe2\x80\x99D LOVE IT!!!!!!',283
2021-04-08 21:34:30,b'WITH YOUR FACE AND YOUR BEAUTIFUL EYES AND THE CONVERSATIONS WITH THE LITTLE WHITE LIES AND THE FADED PICTURE OF A\xe2\x80\xa6 https://t.co/pScxNd7gbl',798
2021-04-08 21:34:30,b'RT @AskDav1d4Help: BECAUSE of COVID19 I\xe2\x80\x99ll be blessing the first 600 persons that RETWEET and LIKE this tweet with $500 - $3500 through Cas\xe2\x80\xa6',84
2021-04-08 21:34:29,b'Pissed ... Somebody broke in my car and left a cigarette butt',1811
2021-04-08 21:34:29,b'RT @tarayummy: can\xe2\x80\x99t make this shit up yo cassie and I just witnessed a biker get hit by a car HARD and from the looks it looked pretty bad\xe2\x80\xa6',727
2021-04-08 21:34:29,"b""RT @cahaden7: \xe2\x80\x9cA kid had an old bike with no brakes and dented a stranger's car.  A few days later the car owner surprised the boy with a n\xe2\x80\xa6""",706
2021-04-08 21:34:29,b'Life is funny. I washed my car Sunday and had a fender bender today. https://t.co/JWPA4vHuNj',132
2021-04-08 21:34:28,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',119
2021-04-08 21:34:28,b'i been putting some of my fave anime characters on my car and it\xe2\x80\x99s so cute',55
2021-04-08 21:34:28,b'RT @aware_the: LSU freshman missing after car found crashed on Mississippi River Bridge https://t.co/tomQ8RF2Lx',200
2021-04-08 21:34:28,"b'RT @LoganPMueller: Just saw this bumper sticker at Barnes and Noble. To whoever car this is you rock!!! Thank you for being so brave, and s\xe2\x80\xa6'",5349
2021-04-08 21:34:27,"b'8/4/2016\nAt this day what i call the love of my life died in a car accident , nobody knew about his story cuz i nev\xe2\x80\xa6 https://t.co/z95rgOER4F'",2377
2021-04-08 21:34:27,b'RT @BTSMerchUpdates: Amazon has added some of the BT21 car chargers\n\xf0\x9f\x94\x97https://t.co/bGfo2nAQPz https://t.co/hsCi7ODI9W',303
2021-04-08 21:34:27,b'RT @LilyNikk0: HEY HEY PEOPLE I NEED HELP.\n\nIM EXTREMELY WORRIED.\n\nAROUND 30 OR SO MINUTES AGO I WAS IN THE CAR ON THE EXPRESS WAY WITH MY\xe2\x80\xa6',4654
2021-04-08 21:34:27,"b""@yoonminminist i'm planning on sleeping in the car since it's aleast 4hr drive going to the place hehe and i update\xe2\x80\xa6 https://t.co/rhojEri7hS""",1088
2021-04-08 21:34:26,b'RT @BBC_TopGear: Meet the newly updated Mercedes CLS. The original coupaloon gets a rejig and a new mild-hybrid option \xe2\x86\x92 https://t.co/92dMY\xe2\x80\xa6',820
2021-04-08 21:34:26,"b'RT @aidenarata: long hair is such a romantic power play. i\xe2\x80\x99m in your bed, your car, your butt crack. u can\xe2\x80\x99t escape me'",1027
2021-04-08 21:34:26,"b""I haven't been out of my house since Easter and haven't driven my car. The shooting really shook me. I don't want t\xe2\x80\xa6 https://t.co/5bRznhlcA8""",7174
2021-04-08 21:34:26,"b'@SarcasticCanada @RilesTheDog @seanhannity Ok, so how is vehicular manslaughter and different? I could run a car or\xe2\x80\xa6 https://t.co/dflTuKI3qm'",9
2021-04-08 21:34:26,"b""RT @cahaden7: \xe2\x80\x9cA kid had an old bike with no brakes and dented a stranger's car.  A few days later the car owner surprised the boy with a n\xe2\x80\xa6""",124
2021-04-08 21:34:25,b'@JohnnyTruant @TigerWoods What was the privilege?? Driving a nice car with speed\xf0\x9f\xa4\x94. I would too.',12
2021-04-08 21:34:25,"b'Omg @YBNNahmir saved my life, I was held at gunpoint while in my car, Soul Train started to play and he used his la\xe2\x80\xa6 https://t.co/0zqXEGH7Gq'",2798
2021-04-08 21:34:25,b'bruh why the smallest pieces for a car be the most expensive... I hate it here',792
2021-04-08 21:34:25,b'RT @mmiicckkeeyyy1: Mom: \xe2\x80\x9cCome help me get the    groceries out of my car\xe2\x80\x9d\n\nMe: https://t.co/ukeiaH0OGj',469
2021-04-08 21:34:24,b'RT @tomlinsun_28: oh to sit next to louis tomlinson admiring the way he drives his car https://t.co/nBj0XvLtQj',618
2021-04-08 21:34:24,b'@bluecardigann okay but why is she so dressed up PARTY SCENE? WEDDING??? but idk who would get married charles post\xe2\x80\xa6 https://t.co/TRFYOmAavL',106
2021-04-08 21:34:24,b'RT @ForestsAndFires: Formerly homeless Romani teenager struggling to afford an apartment in Pittsburgh here. I lived in my car for a bit an\xe2\x80\xa6',65
2021-04-08 21:34:24,b'When you think about music to vibe w/ her in the car &gt;&gt;&gt;',745
2021-04-08 21:34:22,b'THE SPINNING CG CAR',477
2021-04-08 21:34:22,b'okay help im jamming hard to this new lil tjay in the car otw to the gym but now i have to get out and go workout w\xe2\x80\xa6 https://t.co/wH3lWWABUt',131
2021-04-08 21:34:21,"b""RT @Yelathebeast: Cause they're the same car""",1893
2021-04-08 21:34:21,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',25
2021-04-08 21:34:21,b'Got in my car and almost burned my back off wtf why is it so hot??',1525
2021-04-08 21:34:21,b'RT @IcyJaime: normalize not talking in the car when the musics on \xf0\x9f\xa4\x9d',194
2021-04-08 21:34:21,"b'Folks with their tops down on their convertible, we aren\xe2\x80\x99t looking at you because we think your car is cool.\n\nWe\xe2\x80\x99re\xe2\x80\xa6 https://t.co/05104JEP3I'",247
2021-04-08 21:34:21,"b""NTS, don't use the car to dry your hair \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x98\x82 https://t.co/bWVynAaSzm""",990
2021-04-08 21:34:20,b'@IndoSport Is that a car ?',0
2021-04-08 21:34:20,"b'RT @NBCNews: An off duty Pentagon police officer shot and killed 2 people he believed were breaking into a car in Maryland early Wednesday,\xe2\x80\xa6'",396
2021-04-08 21:34:20,b'This is why I am waiting but it is super hard to wait because I want this car. https://t.co/8BbkS90jgq',370
2021-04-08 21:34:20,b'@CawthornforNC Car accident and now a \xe2\x80\x9cboating accident\xe2\x80\x9d... https://t.co/tVpoIg2v7g',1084
2021-04-08 21:34:19,b'I\xe2\x80\x99m mad they turned Dababy\xe2\x80\x99s head into car and now have it racing on mario kart',213
2021-04-08 21:34:19,b'@_slimbumpy did u leave ur shitty diaper in my car cuz god damn',430
2021-04-08 21:34:19,b'RT @mitsamemario: the koopalings should all be in 1 car in mario kart and it should be like this https://t.co/NGAx0Gr35L',205
2021-04-08 21:34:19,b'@formulawah oh the second one is actually the future fe car..',746
2021-04-08 21:34:19,b'RT @IcyJaime: normalize not talking in the car when the musics on \xf0\x9f\xa4\x9d',480
2021-04-08 21:34:19,b'@LumLotus I had to look up hot girl bummer. If I was Gramps she would be right out of the will. And if the car was\xe2\x80\xa6 https://t.co/n0GIDhXUBr',239
2021-04-08 21:34:19,b'@DiscePuer @indy_swim He makes a car crash interview and your mind went to young boys? Disgusting',265
2021-04-08 21:34:18,b'@LinaSeiche @AMERICANHODL3 Oh Damn. What about to buy a house and car at the same damn time ?',25
2021-04-08 21:34:18,b'@kiswanson @jmugele Amen. I call my fanny pack \xe2\x80\x9cthe clown car of medical supplies\xe2\x80\x9d \xf0\x9f\x98\x82',1146
2021-04-08 21:34:18,b'RT @CeeBeeKid: @darbehoney Fuckin 21!? \n\nBut in NC you can get legally married at 14. Drive a car at 16. Vote AND buy a firearm at 18. \n\nSo\xe2\x80\xa6',961
2021-04-08 21:34:18,b'RT @_MunecaMorenita: And she\xe2\x80\x99s still getting in the car after this??\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/HRL0MJMC8m',1499
2021-04-08 21:34:18,b'@m_maddieclark (-) stepped out of a nearby Pharmacy when she heard the yells from Madison from not so far away. \n\nS\xe2\x80\xa6 https://t.co/B7diYbVCRP',30
2021-04-08 21:34:17,b'RT @GayjokeT: rare photo of my great grandmother being the first woman to drive a car (1887) https://t.co/NR0tk6FGqz',629
2021-04-08 21:34:17,b'RT @tadaizag: i want sum car sex \xf0\x9f\xa4\xa4',292
2021-04-08 21:34:17,"b'RT @cantguardChuck: that new job , new car , new apartment, is otw \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbe .'",1927
2021-04-08 21:34:17,b'@lilyy_r that\xe2\x80\x99s where i\xe2\x80\x99ve been looking but i\xe2\x80\x99m afraid of coming up there to see a car and the seller being sketch or something',527
2021-04-08 21:34:17,b'@chris_notcapn the South! Lays on your car like a blanket!',1552
2021-04-08 21:34:17,b'RT @ohadelaide: This is not how intrusive thoughts work. I have intrusive thoughts about stabbing myself or running my car over people. I h\xe2\x80\xa6',1054
2021-04-08 21:34:17,"b'If you have plants in your car as a means of decor, what is wrong w you?'",135
2021-04-08 21:34:16,b'RT @_MunecaMorenita: And she\xe2\x80\x99s still getting in the car after this??\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/HRL0MJMC8m',1681
2021-04-08 21:34:16,"b'RT @DudespostingWs: Same men, same car, 50 years apart https://t.co/nOtyU4Plfv'",189
2021-04-08 21:34:16,b'loved the ruby so much i got myself a 4 pack for the house lol :) perfect post car cleaning snack! \xf0\x9f\xa5\xb3 https://t.co/CU3r1mryeg',6
2021-04-08 21:34:16,b'RT @AJLoCascio: Seconds before Doc Ock throws a car through the window',88
2021-04-08 21:34:16,b'@Gajeske @gintaras_s @KyleKashuv Or disabled with no car or public transport',214
2021-04-08 21:34:16,b'Every time I start singing n my son is in the car he starts screaming \xe2\x80\x9cNO mommy shut up!!\xe2\x80\x9d excuse me lil boy you can walk home \xf0\x9f\x98\xad',822
2021-04-08 21:34:15,b'@cfcnathan26 I need an answer. 4 burds shits on my car whilst I was on wornk',550
2021-04-08 21:34:15,b'RT @QuavoSenpai: When I\xe2\x80\x99m crossing the street and a car act like they don\xe2\x80\x99t want to stop https://t.co/kDYXBY4xVt',77
2021-04-08 21:34:15,"b""@Odogwuhennessy Bro you're selling a coffin not a car \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82""",657
2021-04-08 21:34:15,b'RT @AskDav1d4Help: BECAUSE of COVID19 I\xe2\x80\x99ll be blessing the first 600 persons that RETWEET and LIKE this tweet with $500 - $3500 through Cas\xe2\x80\xa6',33
2021-04-08 21:34:15,b'RT @_MunecaMorenita: And she\xe2\x80\x99s still getting in the car after this??\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/HRL0MJMC8m',1437
2021-04-08 21:34:14,b'as if any other time i take the car i don\xe2\x80\x99t fill it up or at least fill half a tank',1060
2021-04-08 21:34:14,b'@RowellPublish What if your car tried to kill you?\n\n#CentralLocking On #Kindle / #free on #KindleUnlimited\n\nhttps://t.co/GA1tIXiPrm',5744
2021-04-08 21:34:14,b'RT @vocalsofbieber: fast car (tracy chapman cover) https://t.co/xwanO1rVWi',124
2021-04-08 21:34:14,b'RT @louiecasttro: Someone really said \xe2\x80\x9cOmG hE cHaNGed. hE LeT mOnEy GEt tO HiS hEaD. hE bOuGHt a cAr anD a HoMe!\xe2\x80\x9d okay? I\xe2\x80\x99m not allowed to\xe2\x80\xa6',997
2021-04-08 21:34:13,b'People ONLY just realising the jobs to big for Arteta!!?? Like you buy a 16 year old who has just passed his test a\xe2\x80\xa6 https://t.co/jI84sTVaFw',459
2021-04-08 21:34:13,b'@jaydestro I lived in NJ while owning a standard transmission car a few times.',2075
2021-04-08 21:34:13,"b""RT @NIOGlobal: With the 100,000th production car, NIO reached another significant milestone. We're building on our innovation capabilities\xe2\x80\xa6""",447
2021-04-08 21:34:12,b'RT @BTSMerchUpdates: Amazon has added some of the BT21 car chargers\n\xf0\x9f\x94\x97https://t.co/bGfo2nAQPz https://t.co/hsCi7ODI9W',98
2021-04-08 21:34:12,b'RT @LilyNikk0: HEY HEY PEOPLE I NEED HELP.\n\nIM EXTREMELY WORRIED.\n\nAROUND 30 OR SO MINUTES AGO I WAS IN THE CAR ON THE EXPRESS WAY WITH MY\xe2\x80\xa6',402
2021-04-08 21:34:12,"b'RT @AsianDaBrattt: Bought my house , my store &amp; car all in 1 month \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd GOD IS GOOD TO ME'",676
2021-04-08 21:34:12,b'RT @gracieabrams: Taylor ran me over with her car but then drove me to the hospital and nursed me back to health with mr. perfectly fine',2199
2021-04-08 21:34:12,"b""RT @HenpeckedHal: My 3 year old is SCREAMING because a car just like my wife's passed us on the freeway and she wants to tell her hi. Did I\xe2\x80\xa6""",1028
2021-04-08 21:34:11,b'RT @mrrrrco__: my grandfather after crashing his car trying to scape from fascists on the spanish border (1939) https://t.co/eZWgeMQhgb',364
2021-04-08 21:34:11,"b'i\'ve blown money on plenty of stupid shit before/dropped $$ on a car, but its never been like ""$1,500 purchase on t\xe2\x80\xa6 https://t.co/RGB5FLAbP7'",208
2021-04-08 21:34:10,b'@quackitytheduck how u drive with no car \xf0\x9f\x98\xad',566
2021-04-08 21:34:10,"b""RT @tealcalm: my dad in 2018: PLEASE can you play something that isn't that one bts album while you're driving. \n\nmy dad in 2021: so... wou\xe2\x80\xa6""",102
2021-04-08 21:34:10,"b""RT @IsLandBai: I won't advise no one to buy a brand new car by loan as their first vehicle""",452
2021-04-08 21:34:09,b'I really lost my car. Like my baby gone and i could even enjoy my last few mins with it. I ain\xe2\x80\x99t ever gonna find another one like it',111
2021-04-08 21:34:09,"b'RT @GregorKeith3: This is my works van, it\xe2\x80\x99s been stolen from Bishopton Community Centre car park, whoever has taken this please know, Muir\xe2\x80\xa6'",10
