date,text,followers
2021-04-08 21:45:05,"b'Man, I was actually responding to people and trying to communicate with my friends for the first time in ages and f\xe2\x80\xa6 https://t.co/eexWerMtuj'",28
2021-04-08 21:45:05,b'trying to figure out the best way to do this lol',1824
2021-04-08 21:45:05,"b'@merekare Do you like his music?\n\nI like him a lot, but only like a handful of his songs Lol'",556
2021-04-08 21:45:05,b'If they want to test u for Covid has anyone been able to get around this? Where u fake test or something? Like u ch\xe2\x80\xa6 https://t.co/MtlQfLygz7',1412
2021-04-08 21:45:04,b'@FluinMorgan Lol didn\xe2\x80\x99t show me anything today to think so',9929
2021-04-08 21:45:04,b'@HeartBTS4Jimin (Shhhh...I am too...lol \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3)',1560
2021-04-08 21:45:04,b'@_HiTone_ It\xe2\x80\x99s not my time lol',1292
2021-04-08 21:45:04,b'@TuReal_FAB5 loved this mf lol https://t.co/Kf8wmcrVba',276
2021-04-08 21:45:04,b'@lifethrufiction It really isn\xe2\x80\x99t! You\xe2\x80\x99re right lol',4138
2021-04-08 21:45:04,"b""RT @kennagq: Lol where do arsenal fans get their confidence from? It can't be from their football or league position\n\nIs it drugs ?""",1034
2021-04-08 21:45:04,"b""@Artzy_zoider Don't worry about it. Focus on what you're doing. Apex ain't going anywhere, and it most certainly wi\xe2\x80\xa6 https://t.co/D32l1uMGZf""",33
2021-04-08 21:45:04,b'Man I get 3-5 recruiters contacting me weekly about jobs here in Austin. This is crazy man lol',703
2021-04-08 21:45:04,b'@autogynamelia @SorceressUWU @persenche I do think it was partially hormones and partially realizing that dicks are\xe2\x80\xa6 https://t.co/8PBFh7Univ',162
2021-04-08 21:45:04,b'@Yazoo_Remnant (( fuck yES I\xe2\x80\x99d party with you at the time but I\xe2\x80\x99ll still be working like a sucker lol',443
2021-04-08 21:45:04,b'@iamalexismusic LOL maybe ....\xf0\x9f\x98\xb3\xf0\x9f\x98\xad',361
2021-04-08 21:45:04,b'@markthehibby @sugarkane_12 @GBNEWS @BBCScotlandNews @STVNews @Alliance4Unity Lol thank you Marko',366865
2021-04-08 21:45:04,b'RT @itsraechill: Ok I finally decided my people are called raetwt LOL',441
2021-04-08 21:45:04,b'@tinnkky It\xe2\x80\x99s a real song?? Lol',739
2021-04-08 21:45:04,b'@marcushankins87 @ThePops2020 @HIDEO_KOJIMA_EN Lol keep crying.',14
2021-04-08 21:45:04,b'RT @amalaslounge: \xe2\x80\x9cIf ___ was promoted correctly by ___ they would\xe2\x80\x99ve been bigger than BTS.\xe2\x80\x9d  \n\nFirst of all BTS blew up organically. They\xe2\x80\xa6',2222
2021-04-08 21:45:04,b'@CODLeague @TorontoUltra @OpTicCHI None of it even matters. FaZe is winning all 5 majors and champs this year anyways lol',41
2021-04-08 21:45:04,"b'@waterlilynb Lol. When my husband first started listening to @BTS_twt during his commute to work, I swear he came h\xe2\x80\xa6 https://t.co/7xhezj1qOg'",3506
2021-04-08 21:45:03,b'@MOkedele2 @nasutheeternal Lol same\xf0\x9f\x98\x82',35
2021-04-08 21:45:03,b'i was about to say texas bbq over mexican chilli lol https://t.co/98bShmIm1d',3393
2021-04-08 21:45:03,b'@ScottAdamsSays @eshap LOL wtf are you talking about? Hypnosis?\nDo you read palms too? Loon.\n\xf0\x9f\x98\x86',45
2021-04-08 21:45:03,b'@diananotdiane3 LOL I\xe2\x80\x99m so jelly right now...',2511
2021-04-08 21:45:03,"b""Some ppl think u do a lot to delete them from u\xe2\x80\x99r life, while it's just one f*cking step lol!""",310
2021-04-08 21:45:03,"b'@macyidk THIS MAKES SO MUCH SENSE \xf0\x9f\x98\xa9 We hung out a lot when we saw each other, more than I usually hang out w anybod\xe2\x80\xa6 https://t.co/lM3I29Eqal'",113
2021-04-08 21:45:03,"b'@Via6Via Yes he did, the shit LOL'",21373
2021-04-08 21:45:03,"b""he probably saw those people tagging him on jack's post lol""",33
2021-04-08 21:45:03,b'@beanie_baron @shoe0nhead @notnotanna and literally who are you and why should we care lol',87
2021-04-08 21:45:03,b'You get hit on all the time lol even in front of your partner! https://t.co/w4rhGRIYmb',474
2021-04-08 21:45:03,"b'lol no they actually do use ""shishter""'",492
2021-04-08 21:45:03,b'RT @TuEsBelle_Tee: Y\xe2\x80\x99all really don\xe2\x80\x99t know who they are? lol',705
2021-04-08 21:45:03,b'RT @bribrisimps: thinking about how there is a #MeToo article/expos\xc3\xa9 about Broadway industry professionals that has been delayed at least t\xe2\x80\xa6',15
2021-04-08 21:45:03,b'Why no one told me I was going to be peeing every 5mins \xf0\x9f\x98\xadlike damn they don\xe2\x80\x99t be telling you this part about pregnancy lol',202
2021-04-08 21:45:03,"b'Well I havent listened to enough of The Beatles discography to have an opinion, and I know you niggas haven\xe2\x80\x99t eithe\xe2\x80\xa6 https://t.co/27wc6BLRV4'",1487
2021-04-08 21:45:03,b'looks like i can\xe2\x80\x99t change it for a day either\n\nhope i can upload custom images then lol\n\nthe xbox default ones aren\xe2\x80\xa6 https://t.co/fAQhRazXB7',133
2021-04-08 21:45:03,"b'for example daregularsauce talked about a potential ""love taste baby"" and someone qrtd it saying that ""adding boobs\xe2\x80\xa6 https://t.co/4bFtyVI7Ec'",2977
2021-04-08 21:45:03,b'At this point I\xe2\x80\x99m convinced @__yakiraa__ can find out SSN\xe2\x80\x99s if need be lol https://t.co/1HGBlA3CAb',712
2021-04-08 21:45:02,b'I got some sexy ones with hats to match lol..',183
2021-04-08 21:45:02,b'@Hypossb @DavidWBoss because youtube has 2 billion  users when twitch has 140 million lol',2787
2021-04-08 21:45:02,b'@B1SanDiego1 Thats what she get lol..',418
2021-04-08 21:45:02,b'Did it for the @krispykreme \xf0\x9f\xa4\xa4 lol',91
2021-04-08 21:45:02,b'@itsnotpap Truthful lol.',93
2021-04-08 21:45:02,b'@qtiq_ @RanbooLovebots THIS IS SO CUTE OMFG I LOVE THIS LOL NMSMDNKWNDNFN',0
2021-04-08 21:45:02,b'@Yassy_TV Damned if you do.. damned if you don\xe2\x80\x99t kinda vybe lol',784
2021-04-08 21:45:02,"b""@dustyjoens1 @TrevorImmelman LOL now there's something I'll never be able to unhear""",186
2021-04-08 21:45:02,b'@SarahFarahani Lol why are you happy',2
2021-04-08 21:45:02,b'@IzzyTheSloth Lol. It has a lake viewwww and a lot of amenities.',628
2021-04-08 21:45:02,"b""major projects i wanna see post quarantine:\n\npi'erre x nudy or carti or 21 or uzi or thug or maybe gunna\nmetro x nu\xe2\x80\xa6 https://t.co/mlhmpHmiXD""",347
2021-04-08 21:45:02,b'Optic are shit this year lol imagine losing on control to ultra',439
2021-04-08 21:45:02,b'@khuology ur short lol',127
2021-04-08 21:45:01,"b'@flx_pictures NOPE, idk what your talking about lol https://t.co/a4uKlPIZlg'",141
2021-04-08 21:45:01,b'This kid is unreal @DavidMcdaid7 need to up your game to match your bro lol https://t.co/MuGekuV9f7',145670
2021-04-08 21:45:01,b'@bbwaremyfav @ms_vanilla503 I\xe2\x80\x99ve been there lol just gotta tough it out \xf0\x9f\x98\x82\xf0\x9f\x98\x82 it\xe2\x80\x99s by no means fun either',1816
2021-04-08 21:45:01,b'took justin rose when he went up a stroke at +1000. stoked right now up 3. hate golf that its 4 days long lol',476
2021-04-08 21:45:01,b'@blandino94 Soon I\xe2\x80\x99ll have a house and you\xe2\x80\x99ll move in lol',1553
2021-04-08 21:45:01,b'Damn Instagram can\xe2\x80\x99t get shit right lol #instagramdown',12
2021-04-08 21:45:01,b'@RoyaltyisCaleb @Yourplugsplug61 @xMezaOG @HBOMB1K @infamousniper Your always in our heart lol',8
2021-04-08 21:45:01,"b""RT @PurplePotatOwO: Commission for @KateKa22!\nThank you so much for commissioning me, I can't wait to crush the competition into space dust\xe2\x80\xa6""",241
2021-04-08 21:45:01,b'Was very shocked we easily handled a team that ended up in the NFC Championship lol https://t.co/PLPr1GhIjL https://t.co/kSqkQpnvbB',924
2021-04-08 21:45:01,b'RT @izoneonly12: Chaeryeong hug the same way as Chaeyeon lol Chaeyena cuties\xe2\x9d\xa4\xef\xb8\x8f  https://t.co/b5sZ1eMRjU',50
2021-04-08 21:45:00,b'RT @ProfessorXSHG: @LyssaLingLing Who out here licking balls?  Mines available lol',23
2021-04-08 21:45:00,b'@JaiHawkFly IMO He could play better but he definitely not the all around problem lol our offense still put up 30+\xe2\x80\xa6 https://t.co/uIyd1LcsLQ',254
2021-04-08 21:45:00,b'@sirdibbydukes Lol they def finna follow rules.',793
2021-04-08 21:45:00,"b""@JimmyJo63828605 @kraegkust @apologetics_un @markgoodsen @AiG LOL Jimmy is in denial of Jimmy's own biology.\nBiolog\xe2\x80\xa6 https://t.co/spatadZabw""",207
2021-04-08 21:45:00,b'@HYPEX Foundation lol',9
2021-04-08 21:45:00,b'RT @216thinker: \xe2\x80\x9cMaybe limit the freedom\xe2\x80\x9d lol\n\n\xe2\x80\x9cI don\xe2\x80\x99t wanna take your guns\xe2\x80\x9d. You literally just said that we don\xe2\x80\x99t need an Ar-15 \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',217
2021-04-08 21:45:00,"b""@staycomfee I'm curious now \xf0\x9f\x91\x80 LOL""",449
2021-04-08 21:45:00,b'@ByGraceAlone You\xe2\x80\x99re half right lol',493
2021-04-08 21:45:00,b'RT @vettepassby35: She\xe2\x80\x99s one of most talented people ever. She had a top rap album. A top jazz album. A top classical album. A talk show. 1\xe2\x80\xa6',1045
2021-04-08 21:45:00,b'@SerzzoYT @FortniteGame @RocketLeague no lol',2
2021-04-08 21:45:00,b'@polohole_ I MEAN IT WAS PHOTO DUMP WHERE THERE WAS SOME BLURRY CALUM CONTENT AS WELL LOL',370
2021-04-08 21:45:00,"b""RT @kayode__xo: Lol it's simple economics. Creating the illusion of scarcity increases perceived value.""",1160
2021-04-08 21:45:00,b'RT @vettepassby35: She\xe2\x80\x99s one of most talented people ever. She had a top rap album. A top jazz album. A top classical album. A talk show. 1\xe2\x80\xa6',271
