date,text,followers
2021-04-08 21:41:03,b'Oldest DNA from a Homo sapiens reveals surprisingly recent Neanderthal ancestry https://t.co/dtneANKMkC',505
2021-04-08 21:41:02,"b'HI, @backstreetboys I WENT TO THE DNA WORLD TOUR IN \xf0\x9f\x87\xa6\xf0\x9f\x87\xb7 LAST YEAR AND I GAVE YOU A LITTLE LETTER, TELLING THAT THANK\xe2\x80\xa6 https://t.co/s7xzDCrZbZ'",2
2021-04-08 21:41:01,b'@yoonligth @BTS_twt Dna \n\nMy vote is for #AgustD in #AlbumOfTheYear @BTS_twt',16
2021-04-08 21:41:00,b'RT @BTSChartDailyx: \xf0\x9f\x93\x88Most liked @BTS_twt MVs in the last 24h (12AM KST)\xf0\x9f\x8c\x8e\n\n1. Film Out \xe2\x80\x94 79k likes\n2. Dynamite \xe2\x80\x94 28.3k likes\n3. Fake Love \xe2\x80\x94\xe2\x80\xa6',11
2021-04-08 21:40:53,b'@stuck_again @arbutuspointBC @dziri_nadir @AIPAC DNA and archeology place Hebrews in ancient Egypt. The slaves that\xe2\x80\xa6 https://t.co/RCkIXbeDN4',4
2021-04-08 21:40:49,b'@Eazyblockcapt Man eazy please tell me u saw that ace video of him wrestling that dude ..dna tooth video I jus watc\xe2\x80\xa6 https://t.co/hrWrjmubc1',185
2021-04-08 21:40:46,b'@coastalfern The mass exodus of us leaving the adoption names the adopter and government have place on us ! It is i\xe2\x80\xa6 https://t.co/BfBlG3Eadd',111
2021-04-08 21:40:40,b'RT @worldtreeman: Which one you \xe2\x80\x98ave? Which one you got ? The one that alters ya dna or the one that gives ya blood  clots ? \nNeither ta it\xe2\x80\xa6',1897
2021-04-08 21:40:39,"b'RT @NunyaBi34683710: When the shills say ""the vaccine doesn\'t interfere with DNA"", show them this.\n\n""A new study by researchers from Harvar\xe2\x80\xa6'",686
2021-04-08 21:40:30,b'Senior Project Manager / Charg\xc3\xa9(e) de projet senior job with Tonic DNA \n\n#animation #jobs #animationjobs #animator\xe2\x80\xa6 https://t.co/sgxhwLUzWx',52469
2021-04-08 21:40:27,b'@kadybug00 @yayamathilde @sussexsquadpod @ledbettercarly DNA matters. There is no comparison being brought up my yo\xe2\x80\xa6 https://t.co/T0CfOyASBU',2
2021-04-08 21:40:27,b'RT @BTSChartDailyx: \xf0\x9f\x93\x88Most viewed @BTS_twt MVs in the last 24h (12AM KST)\xf0\x9f\x8c\x8e\n\n1. Film out \xe2\x80\x94 3.2M views\n2. Dynamite \xe2\x80\x94 2.2M views\n3. Boy with Lu\xe2\x80\xa6',11
2021-04-08 21:40:19,b'@yoonligth @BTS_twt DNA\n\nMy vote is for #AgustD in #AlbumOfTheYear @BTS_twt',69
2021-04-08 21:40:18,b'RT @BTSChartDailyx: \xf0\x9f\x93\x88Most viewed @BTS_twt MVs in the last 24h (12AM KST)\xf0\x9f\x8c\x8e\n\n1. Film out \xe2\x80\x94 3.2M views\n2. Dynamite \xe2\x80\x94 2.2M views\n3. Boy with Lu\xe2\x80\xa6',25
2021-04-08 21:40:12,b'RT @BTSChartDailyx: \xf0\x9f\x93\x88Most liked @BTS_twt MVs in the last 24h (12AM KST)\xf0\x9f\x8c\x8e\n\n1. Film Out \xe2\x80\x94 79k likes\n2. Dynamite \xe2\x80\x94 28.3k likes\n3. Fake Love \xe2\x80\x94\xe2\x80\xa6',1532
2021-04-08 21:39:55,"b""RT @roryherbert: @LozzaFox If there isn't such a thing as a 'native Brit', could you please explain my DNA results, Laurence? https://t.co/\xe2\x80\xa6""",3689
2021-04-08 21:39:54,b'@womensart1 @dudgedudy @aarondicer @DeneeSays is this the art form you were discussing on the latest DnA episode?',1137
2021-04-08 21:39:54,"b'RT @MsKellySweat: Our 1st day with everyone in the building!  We started off catching up on #ActiveApril with a meditation, restarted #Ghos\xe2\x80\xa6'",1036
2021-04-08 21:39:50,b'RT @tkchronicles: Hobi waking sleepy taehyung and jungkook up is SO ADORABLE https://t.co/0awJb4Ea8N',200
2021-04-08 21:39:42,b'RT @buchonkas: @womenpostingws the d in their dna stands for dubs',578
2021-04-08 21:39:38,b'Sitting here waiting to be dismissed - just got the Moderna. I can already feel my microchip activating. Hopefully\xe2\x80\xa6 https://t.co/K3qmnbela2',2326
2021-04-08 21:39:36,"b""RT @foreverebangtan: @GirlWithLuv24 @BTS_twt hobi looks so good in silver hair and white shirt,, pls I'm in love he looks so cute! \xf0\x9f\xa5\xba\xf0\x9f\x92\x96\xf0\x9f\x92\x9c http\xe2\x80\xa6""",200
2021-04-08 21:39:30,b'RT @GirlWithLuv24: @BTS_twt hobi in white shirt and his best boy smile \xf0\x9f\xa5\xba https://t.co/Kdw3t1YI7h',200
2021-04-08 21:39:28,b'RT @MaryMoriarty: Defense finishes cross.  \n\nRe-direct by state:  \n\nThe Hennepin ME asked his office to do the toxicology tests.  \n\nAn asid\xe2\x80\xa6',7
2021-04-08 21:39:26,b'RT @BTSBBHot100No1: @choi_bts2 @BTS_twt \xe2\x99\xa1 silver haired hobi &lt;3 https://t.co/MBSZK5AKdd',200
2021-04-08 21:39:20,b'RT @science_SRH: I can\xe2\x80\x99t believe I looked a single molecules of RAD51 today on single stranded DNA! It was such an epic day! Here\xe2\x80\x99s my favo\xe2\x80\xa6',175
2021-04-08 21:39:17,"b'A nigga with the bag is everyone\xe2\x80\x99s \xe2\x80\x9cBrother\xe2\x80\x9d or \xe2\x80\x9cBoss\xe2\x80\x9d , Fake DNA'",4674
2021-04-08 21:39:14,"b'RT @JHpieceofpeace1: j-hope choreo genuis his ability to master various, complex movements in such a short timespan is very impressive. 10\xe2\x80\xa6'",704
2021-04-08 21:39:14,b'@MOOMOOsBR2 @RBW_MAMAMOO @mamamoodoceuf @stellahouse_ its in his dna d d d dna @RBW_MAMAMOO\n#MAMAMOO #WHEEIN #Redd\xe2\x80\xa6 https://t.co/2j6HsjTqY3',397
2021-04-08 21:39:13,b'@gatodacoraline @BTS_twt DNA\n\nI vote #Dynamite for #BestMusicVideo at the 2021 #iHeartAwards @BTS_twt',142
2021-04-08 21:39:11,b'RT @BTSChartDailyx: \xf0\x9f\x93\x88Most viewed @BTS_twt MVs in the last 24h (12AM KST)\xf0\x9f\x8c\x8e\n\n1. Film out \xe2\x80\x94 3.2M views\n2. Dynamite \xe2\x80\x94 2.2M views\n3. Boy with Lu\xe2\x80\xa6',1818
