date,text,followers
2021-04-08 21:45:50,b'RT @MasonSoftball: Today is Giving Day! Help Mason Softball score during our annual Giving Day: https://t.co/FmOex65cxO\n\n#Give2Mason | #Giv\xe2\x80\xa6',26
2021-04-08 21:45:49,b'B1 | Mustangs load the bases with no outs with walks to @TSchrampf and @hunterhigh5 but fail to score as\xe2\x80\xa6 https://t.co/9rbASl1C7w',1813
2021-04-08 21:45:47,b'RT @kewpiestanacc: update: vaccines are now distributed based on rice purity score. if your score\xe2\x80\x99s above 75 it\xe2\x80\x99s not like ur gonna see any\xe2\x80\xa6',378
2021-04-08 21:45:44,b'RT @officialcharts: Official Trending Chart: @BTS_twt (@bts_bighit) score huge new entry with Film out \xf0\x9f\x91\x8f https://t.co/LsqcDbkmpu https://t.\xe2\x80\xa6',29
2021-04-08 21:45:41,"b'B2 | Jaiden Farnetti steals third and scores on a past ball, Bonds advances to third. Bonds scores on a past ball.\xe2\x80\xa6 https://t.co/Y5PGVq8pJP'",3446
2021-04-08 21:45:41,"b'This course set up at Augusta is how I remember it growing up. Hard greens, winning score was always single figures\xe2\x80\xa6 https://t.co/AUHbrhp9lf'",2558
2021-04-08 21:45:37,b'@ltarsenal How many games do we go on about missed chances? And who\xe2\x80\x99s missing the chances? And why isn\xe2\x80\x99t Martinelli\xe2\x80\xa6 https://t.co/F6C3tCiRs7',112
2021-04-08 21:45:37,b'RT @juliehawaii: @tboynew @bluestein @jdawsey1 Or any sports franchise.  Fair voting is the same as fair score keeping.  Neither should be\xe2\x80\xa6',1841
2021-04-08 21:45:36,"b'@JoshuaFletcher_ Exactly, Saka looked lively but needed to take that chance. Normally I\xe2\x80\x99d back both Laca and Auba t\xe2\x80\xa6 https://t.co/OQbtY500aY'",315
2021-04-08 21:45:36,b'RT @officialcharts: Official Trending Chart: @BTS_twt (@bts_bighit) score huge new entry with Film out \xf0\x9f\x91\x8f https://t.co/LsqcDbkmpu https://t.\xe2\x80\xa6',257
2021-04-08 21:45:36,b'RT @SkySportsStatto: \xf0\x9f\x8e\xaf Marcus Rashford is the first player to score 20+ goals (all comps) in consecutive seasons for Man Utd since Wayne Ro\xe2\x80\xa6',4086
2021-04-08 21:45:36,b'@IndigoFast The media have been trying to point score in this pandemic since it started instead of helping things t\xe2\x80\xa6 https://t.co/Vihbm1CFqV',39
2021-04-08 21:45:34,"b'Team Score: Manville High School 0, Somerville 0 (5:45:33 PM) #takedownapp #Horsepower #BadCompany #njwrestling'",203
2021-04-08 21:45:33,b'RT @officialcharts: Official Trending Chart: @BTS_twt (@bts_bighit) score huge new entry with Film out \xf0\x9f\x91\x8f https://t.co/LsqcDbkmpu https://t.\xe2\x80\xa6',9
2021-04-08 21:45:33,"b""RT @NXTUK: What a win!\n\n@satomurameiko &amp; @MMckenzieWWE score the win against @IslaDawn &amp; #NXTUK Women's Champion @Kay_Lee_Ray!\n\n#NXTUKPrelu\xe2\x80\xa6""",1182
2021-04-08 21:45:33,b'@kaihavertz29 Get back on the score sheet',121
2021-04-08 21:45:32,b'M3: Rudy Rios belts a towering double to left but the runner on third gets caught up and fails to score. Still Mary\xe2\x80\xa6 https://t.co/UzMlyZ7svc',1985
2021-04-08 21:45:32,b'RT @OptaJoe: 8 - Marcus Rashford is the first English player to score eight goals for @ManUtd in European competition in a single season (e\xe2\x80\xa6',195
2021-04-08 21:45:31,b'RT @esmuellert_: So many chances but only two @FCBayern goals! \xf0\x9f\x98\xa0\nNext Tuesday @ChampionsLeague - we have to score more goals!! \xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f \nPACK M\xe2\x80\xa6',766
2021-04-08 21:45:30,b'RT @bhlhjl: some verrers probably didnt know despite his helpless foolish image dongheon has the highest ksat score among all vrvr members\xe2\x80\xa6',253
2021-04-08 21:45:29,"b'RT @lauriewhitwell: Solskjaer on Fernandes: ""He got caught. To score a penalty with one eye is a skill as well."" #MUFC'",946
2021-04-08 21:45:29,"b""RT @Mrskillmonger1: My score 69 \xf0\x9f\x98\x81\xf0\x9f\x98\xa9\xf0\x9f\x98\xac what's yours? https://t.co/SfNaNkC9An""",3526
2021-04-08 21:45:27,b'RT @SkySportsStatto: \xf0\x9f\x8e\xaf Marcus Rashford is the first player to score 20+ goals (all comps) in consecutive seasons for Man Utd since Wayne Ro\xe2\x80\xa6',1508
2021-04-08 21:45:24,"b""@FordCredit is a joke! They still haven't paid off my trade in from 2 months ago. Now negative info on my credit &amp;\xe2\x80\xa6 https://t.co/nsNPMBJ4mR""",9
2021-04-08 21:45:23,"b'RT @vamsi84: Best wishes to Dil Raju garu @SVC_official, my brother @MusicThaman i know the kind of effort u have put in for this hope u sc\xe2\x80\xa6'",165
2021-04-08 21:45:23,"b'RT @robkhenderson: ""Effects of trauma...Feeling numb during children\xe2\x80\x99s birthday parties or at weddings makes people feel like monsters, lik\xe2\x80\xa6'",145
2021-04-08 21:45:23,b'A person at the pinball machine next to me straight wrecked any high score I could have imagined getting. I may have to stop coming here.',450
