date,text,followers
2021-04-08 23:11:18,b'we are minecraft roleplay lore professionals i swear https://t.co/sHTEd6i2Ur',32
2021-04-08 23:11:17,"b""you know what? i'm a fucking inniter and i'm proud of it. genuinely tommy makes some of the most entertaining minec\xe2\x80\xa6 https://t.co/b9zWvlqSPH""",808
2021-04-08 23:11:17,b'RT @creamyrosepetal: little moon houses in minecraft https://t.co/ctffZvWQto',18
2021-04-08 23:11:12,b'RT @skeletonsdni: wooo im finally done\nanyway funny little character design reference?? silly little minecraft rp me https://t.co/SA3jNUQ59c',147
2021-04-08 23:11:10,"b""RT @tommyilnnit: you know what? i'm a fucking inniter and i'm proud of it. genuinely tommy makes some of the most entertaining minecraft co\xe2\x80\xa6""",438
2021-04-08 23:11:06,b'RT @creamyrosepetal: little moon houses in minecraft https://t.co/ctffZvWQto',21
2021-04-08 23:11:05,"b""you know what? i'm a fucking inniter and i'm proud of it. genuinely tommy makes some of the most entertaining minec\xe2\x80\xa6 https://t.co/6LhRsmVmLN""",1361
2021-04-08 23:11:03,b'RT @creamyrosepetal: little moon houses in minecraft https://t.co/ctffZvWQto',3
2021-04-08 23:11:01,b'respect \xf0\x9f\x91\x8fboundaries\xf0\x9f\x91\x8f - Philza Minecraft 2021',358
2021-04-08 23:11:00,b'RT @grubby_guy: DOOMCRAFT ETERNAL - CREEPER (FINISHED....?)\n\nThe changes on this one are minimal but important too; a more vivid color pall\xe2\x80\xa6',52
2021-04-08 23:10:57,"b""you know what? i'm a fucking inniter and i'm proud of it. genuinely tommy makes some of the most entertaining minec\xe2\x80\xa6 https://t.co/DlWT2bXjot""",1013
2021-04-08 23:10:57,b'would any of you be a part of my christian minecraft server? \xf0\x9f\x98\x87\xf0\x9f\x99\x8f',45
2021-04-08 23:10:56,b'@dutexo Minecraft speed running is fun to learn',507
2021-04-08 23:10:56,b'who wants to make minecraft server',627
2021-04-08 23:10:52,"b""RT @bellaainnit: you know what? i'm a fucking inniter and i'm proud of it. genuinely tommy makes some of the most entertaining minecraft co\xe2\x80\xa6""",12
2021-04-08 23:10:52,b'RT @creamyrosepetal: little moon houses in minecraft https://t.co/ctffZvWQto',564
2021-04-08 23:10:50,"b""RT @alliumza: you know what? i'm a fucking inniter and i'm proud of it. genuinely tommy makes some of the most entertaining minecraft conte\xe2\x80\xa6""",1154
2021-04-08 23:10:49,b'RT @creamyrosepetal: little moon houses in minecraft https://t.co/ctffZvWQto',797
2021-04-08 23:10:48,b'RT @Syndar_Sama: Doing another minecraft skin give away! Choosing three winners on April 14th ^^ https://t.co/2J683tDBJq',86
2021-04-08 23:10:47,b'RT @Ph1LzA: Philza Minecraft',1
