date,text,followers
2021-04-08 21:30:24,b'This online delegation is suitable for Finnish suppliers of technologies and services for battery cell manufacturin\xe2\x80\xa6 https://t.co/jjgGOTyl2X',114
2021-04-08 19:50:25,b'@williamhc53 Aup pal it could be worse you could  support  Derby County \xf0\x9f\x98\x89',823
2021-04-08 19:35:12,b'https://t.co/r8qWP0ryNX i\xe2\x80\x99ve decided all siblings are insane and yes i was the one running away',48
2021-04-08 19:26:07,"b'RT @CraigBuchek: @lisarokusek @railsconf @toomuchpete @ShopifyEng To answer the CEO\'s question: ""When we kick off a merchant, we\'re asserti\xe2\x80\xa6'",4314
2021-04-08 19:25:36,"b'RT @CraigBuchek: @lisarokusek @railsconf @toomuchpete @ShopifyEng To answer the CEO\'s question: ""When we kick off a merchant, we\'re asserti\xe2\x80\xa6'",805
2021-04-08 19:08:08,"b""RT @Kircai_Art: So does anyone know what image of Tato's was removed for allegedly showing a ''''minor being groped,'''' cause that sounds\xe2\x80\xa6""",440
2021-04-08 18:29:30,"b'@lisarokusek @railsconf @toomuchpete @ShopifyEng To answer the CEO\'s question: ""When we kick off a merchant, we\'re\xe2\x80\xa6 https://t.co/Sm2aYwKuCU'",523
2021-04-08 17:54:27,"b'@alldestroyers in Recursions series, after @JaneABirkin \'s recent book, next up will be Volmar and Stine\'s volume ""\xe2\x80\xa6 https://t.co/qbC7cBGe1M'",12280
2021-04-08 17:34:49,b'P.S - If you are interested in volunteering for @CreatorsOfProd and work with @abeyrukna &amp; the awesome team behind\xe2\x80\xa6 https://t.co/wAuSTYmtdd',135
2021-04-08 17:34:48,b'Alpha User Program is one of our flagship initiatives at @CreatorsOfProd!\n\nAUP connects Creators with talented Prod\xe2\x80\xa6 https://t.co/nPv6vYAaxm',135
2021-04-08 16:31:08,b'RT @CreatorsOfProd: We launched Alpha Users Program to connect Product Creators with Prod enthusiasts looking to test out new products &amp; gi\xe2\x80\xa6',1458
2021-04-08 16:21:26,b'@williamhc53 aup son come on lad look on bright side your not french lol',138
2021-04-08 16:16:11,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",93
2021-04-08 15:55:44,"b""We are grateful for the support from our Community. AUP wouldn't be a success without all you Product enthusiasts w\xe2\x80\xa6 https://t.co/CHZCkxCADs""",4913
2021-04-08 15:55:43,b'Creators who signed up for AUP &amp; received user feedback \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd\n\n- @leherapp \n- @letsfinin \n- @getbasis \n-\xe2\x80\xa6 https://t.co/uCpH8Uhehg',4913
2021-04-08 15:55:43,"b""Since AUP's launch in Oct 2020, we have had\n\xe2\x98\x91\xef\xb8\x8f150+ registered Alpha Users\n\xe2\x98\x91\xef\xb8\x8f 16 Products successfully tested\n\nWith\xe2\x80\xa6 https://t.co/BuPVSA7yzs""",4913
2021-04-08 15:55:41,b'We launched Alpha Users Program to connect Product Creators with Prod enthusiasts looking to test out new products\xe2\x80\xa6 https://t.co/qe42owb1JQ',4913
2021-04-08 15:28:24,b'@izeoks WE HAD A CONVERSATION AND I LOOKED AUP AND WAS LIKE AH SHIT',351
2021-04-08 14:18:43,b'@girlbrokenhome But maybe this thing was a masterpiece UNTILL YOU TORE IT ALL AUP',1550
2021-04-08 13:05:34,"b'@greeniememes Ahh my favourite continents in the world: Uk, Ez, Indie, Aup, Asic and Africa \n\nNever heard of CM squiggle or USA'",81
2021-04-08 12:53:03,"b'To learn more about her thought process when writing this novel, read our interview with her here: \n\nhttps://t.co/7A1yfadDWR'",4739
2021-04-08 10:36:11,"b""RT @Eras_Journal: Shout out to postgrad/ECR medievalists - interested in reviewing just-published  'Trans and Genderqueer Subjects in Medie\xe2\x80\xa6""",226
2021-04-08 09:34:51,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",177
2021-04-08 08:59:47,b'@PointOfNews1 @HniaziISF @idaniyalsheikh @cancelcie2021 @Dr_FirdousPTI (2/2) agr aup asse childish thought ke sath\xe2\x80\xa6 https://t.co/z2PnUFD5lK',1
2021-04-08 08:49:58,"b""RT @abeyrukna: Having been a part of the journey with our AUP, couldn't agree more with this! \n\nMore power to the team @NirvanaAtWork ! \xf0\x9f\x94\xa5 h\xe2\x80\xa6""",59
2021-04-08 08:45:09,"b""Having been a part of the journey with our AUP, couldn't agree more with this! \n\nMore power to the team\xe2\x80\xa6 https://t.co/7VlIeAwA3C""",1264
2021-04-08 08:08:07,b'RT @LeVostreGC: Plese RT to share the word about thys important publication yn medieval studies: Trans and Genderqueer Subjects in Medieval\xe2\x80\xa6',16792
2021-04-08 07:20:17,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",57
2021-04-08 05:24:08,b'i miss wearing my aup scrubs!!!! i haven\xe2\x80\x99t worn them for more than a year now AHHAHAHAHAHAHA',1094
2021-04-08 04:03:37,b'I vote #MendesArmy for #BestFanArmy at the #iHeartAwards AAAAA MI CANCI\xc3\x93N LOOK AUP AT THE STARS THEYRE LIKE OIECES\xe2\x80\xa6 https://t.co/p9MnbFi4Kw',1369
2021-04-08 03:53:20,"b""RT @Eras_Journal: Shout out to postgrad/ECR medievalists - interested in reviewing just-published  'Trans and Genderqueer Subjects in Medie\xe2\x80\xa6""",1952
2021-04-08 03:38:30,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",168
2021-04-08 03:30:29,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",251
2021-04-08 03:23:52,"b""RT @abeyrukna: (6/6) It\xe2\x80\x99s been an amazing journey so far, with Adarsh, @dssagar93 and Vishal and it's time that we take it a notch higher.\xe2\x80\xa6""",5678
2021-04-08 03:18:15,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",485
2021-04-08 03:17:08,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",3252
2021-04-08 02:32:46,"b""RT @Eras_Journal: Shout out to postgrad/ECR medievalists - interested in reviewing just-published  'Trans and Genderqueer Subjects in Medie\xe2\x80\xa6""",138
2021-04-08 02:32:22,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",1
2021-04-08 02:31:38,b'Alex Jones put aup a bigger fight then the co main event. What trash #ONEonTNT1',22
2021-04-08 02:14:23,"b'RT @AstroUnitedPH: [PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP mem. C\xe2\x80\xa6'",26
2021-04-08 02:12:50,"b'[PH GO] \n\nCha Eunwoo\'s ""All Yours"" Sudsapda magazine cover May 2021 issue\n\nPrice: 600php (non-member)\n580php (AUP m\xe2\x80\xa6 https://t.co/W1Ow9LktDX'",6489
2021-04-08 00:38:22,"b""RT @Eras_Journal: Shout out to postgrad/ECR medievalists - interested in reviewing just-published  'Trans and Genderqueer Subjects in Medie\xe2\x80\xa6""",36
2021-04-07 23:47:16,"b""RT @Eras_Journal: Shout out to postgrad/ECR medievalists - interested in reviewing just-published  'Trans and Genderqueer Subjects in Medie\xe2\x80\xa6""",216
2021-04-07 23:44:59,"b""Shout out to postgrad/ECR medievalists - interested in reviewing just-published  'Trans and Genderqueer Subjects in\xe2\x80\xa6 https://t.co/xHKgsoreSw""",219
2021-04-07 23:35:01,b'RT @heyzelcortz: i love aup talaga hehe &lt;3\n\nI am excited to go back and meet you too. See you soon (if I will be accepted into the Clinical\xe2\x80\xa6',158
