date,text,followers
2021-04-08 21:36:49,"b'RT @MedicVet68: I\'M NO SAINT OR PRUDE,thru my life of 72 yrs I have seen ""MEN OF THE CLOTH"" molest, rape, women, boys and little girls and\xe2\x80\xa6'",21931
2021-04-08 21:36:49,"b""RT @BY1959: Man who 'repeatedly' assaulted multiple officers during Capitol riot planned, boasted on a social media account named for Trump\xe2\x80\xa6""",3892
2021-04-08 21:36:48,b'RT @ACTBrigitte: President Trump is looking great! https://t.co/QmprxEXFXV',186
2021-04-08 21:36:48,b'RT @Strandjunker: Allow me to address the elephant in the Coumo shitstorm: Trump loving Congressman Lee Zeldin is running for Governor of N\xe2\x80\xa6',28
2021-04-08 21:36:48,"b""RT @patton6966: I will be deactivating my Twitter account and moving over to Mike lindell's new platform when it comes out next week. I wil\xe2\x80\xa6""",168
2021-04-08 21:36:48,"b""@pdnell @Pale_0ntologist what's even more depressing is that it was on the upswing at the start of the Trump era -\xe2\x80\xa6 https://t.co/zt1wl6qyam""",1180
2021-04-08 21:36:48,"b'RT @RemoveRon: This billboard is driving around the Trump National Doral Miami, where Marjorie Taylor Greene and all of our least favorite\xe2\x80\xa6'",166
2021-04-08 21:36:48,b'RT @SocialistMMA: Daily reminder: More Democrats voted for Donald Trump in 2016 than Republicans that voted for Joe Biden in 2020\n\nBiden Re\xe2\x80\xa6',238
2021-04-08 21:36:48,"b'RT @MaxBoot: In a new poll, 60% of Republicans say the 2020 election was stolen from Trump and 55% say that the Capitol attack \xe2\x80\x9cwas led by\xe2\x80\xa6'",10
2021-04-08 21:36:48,b'RT @BarbaraHallHQ: Full accounting: Trump dissolved the Pandemic Response Team upon arrival. Trump denied the virus. Viruses spread. https:\xe2\x80\xa6',1925
2021-04-08 21:36:47,"b'@SenTedCruz You had \xf0\x9f\xa6\x97\xf0\x9f\xa6\x97 to say when Trump used chemical weapons against peaceful protesters, separated families at t\xe2\x80\xa6 https://t.co/7nxYRp7dcr'",238
2021-04-08 21:36:47,"b""RT @Chicago1Ray: Can't wait until Trump comes back and rips up every fucken one of Bidens E.Os""",60
2021-04-08 21:36:47,b'RT @ACTBrigitte: President Trump is gearing up for something BIG!!',10749
2021-04-08 21:36:47,"b'@SenatorBraun There are not 10 reasonable Retrumplicans. They stand by ""it is what it is""as we come up to 600,000 D\xe2\x80\xa6 https://t.co/DwR3ylWmeS'",0
2021-04-08 21:36:47,"b""RT @KasaFrackin: Matt Gaetz to keynote 'Women for America First' event at Trump Doral on Friday https://t.co/3Dd4F1bu9H""",361
2021-04-08 21:36:46,"b""RT @CNNPolitics: A former FBI forensic accountant key to special counsel Robert Mueller's Russia investigation is brought in to help with t\xe2\x80\xa6""",506
2021-04-08 21:36:46,"b'@sheilagregoire Yes, I wrote this article about the marriage trump card for @CBEInt. But good to hear someone who h\xe2\x80\xa6 https://t.co/CIIup45EW0'",311
2021-04-08 21:36:46,"b'@ryanobles @Acosta @PaulaReidCNN Fab, now it\xe2\x80\x99s time to take Trump and the rest of his swamp lackeys down.'",1
2021-04-08 21:36:46,b'RT @cliffordlevy: NEW: The former daughter-in-law of a Trump Organization executive turned over boxes filled with financial documents to Ma\xe2\x80\xa6',79
2021-04-08 21:36:46,b'RT @AnnieGabstonH: Fact: Trump lost the election.\n\nProblem: Many Trump supporters believe he won because he lied.\n\nThe fix to the problem i\xe2\x80\xa6',48
2021-04-08 21:36:45,"b'The Biden Administration and the Democrat Elites can destroy the amazing policy of a great President, but they cannot defeat Trump!'",4063
2021-04-08 21:36:45,b'@SinsLikeABoss @IlhanMN @POTUS Thats exactly what trump was saying before biden. He wanted ppl to come in the corre\xe2\x80\xa6 https://t.co/H7mrmH1KR4',2
